Site_Treatment_Tank;ID;MeanNDVI;StdNDVI;Site.name;Rack.pos;Genotype;Treatment;Tank;meanTemp_hold.adj;eventID
Fitzroy Island_+9C_12;Fitzroy_1110;0.131589666008949;0.0473594479262829;Fitzroy Island;1110;829;+9C;12;37.445;Aspat_829
Fitzroy Island_+9C_16;Fitzroy_2569;0.114445276558399;0.043122548609972;Fitzroy Island;2569;829;+9C;16;37.6855555555556;Aspat_829
Fitzroy Island_+9C_6;Fitzroy_2561;0.184109687805176;0.0645154044032097;Fitzroy Island;2561;829;+9C;6;37.7316666666667;Aspat_829
Fitzroy Island_MMM_11;Fitzroy_2730;0.747544407844543;0.0814035534858704;Fitzroy Island;2730;830;MMM;11;28.7633333333333;Aspat_830
Fitzroy Island_MMM_4;Fitzroy_2122;0.718902111053467;0.0697977393865585;Fitzroy Island;2122;830;MMM;4;28.6377777777778;Aspat_830
Fitzroy Island_MMM_8;Fitzroy_2722;0.772183477878571;0.0656742677092552;Fitzroy Island;2722;830;MMM;8;29.2138888888889;Aspat_830
Fitzroy Island_+3C_10;Fitzroy_4022;0.760561168193817;0.067755825817585;Fitzroy Island;4022;830;+3C;10;31.8266666666667;Aspat_830
Fitzroy Island_+3C_13;Fitzroy_2174;0.733019530773163;0.0630764216184616;Fitzroy Island;2174;830;+3C;13;31.8116666666667;Aspat_830
Fitzroy Island_+3C_3;Fitzroy_3102;0.738700866699219;0.066872775554657;Fitzroy Island;3102;830;+3C;3;31.8461111111111;Aspat_830
Fitzroy Island_+6C_5;Fitzroy_2406;0.712239146232605;0.065751351416111;Fitzroy Island;2406;830;+6C;5;33.9316666666667;Aspat_830
Fitzroy Island_+6C_7;Fitzroy_707;0.705245971679688;0.0742932930588722;Fitzroy Island;707;830;+6C;7;34.2338888888889;Aspat_830
Fitzroy Island_+6C_9;Fitzroy_3062;0.692963659763336;0.0763242542743683;Fitzroy Island;3062;830;+6C;9;33.8872222222222;Aspat_830
Fitzroy Island_+9C_12;Fitzroy_1111;0.227606639266014;0.0560367964208126;Fitzroy Island;1111;830;+9C;12;37.445;Aspat_830
Fitzroy Island_+9C_16;Fitzroy_2570;0.300350964069366;0.0726162865757942;Fitzroy Island;2570;830;+9C;16;37.6855555555556;Aspat_830
Fitzroy Island_+9C_6;Fitzroy_2562;0.100207149982452;0.0360761694610119;Fitzroy Island;2562;830;+9C;6;37.7316666666667;Aspat_830
Fitzroy Island_MMM_11;Fitzroy_2731;0.785726368427277;0.0713422745466232;Fitzroy Island;2731;831;MMM;11;28.7633333333333;Aspat_831
Fitzroy Island_MMM_4;Fitzroy_2123;0.78648716211319;0.0537438318133354;Fitzroy Island;2123;831;MMM;4;28.6377777777778;Aspat_831
Fitzroy Island_MMM_8;Fitzroy_2723;0.771142065525055;0.0908957347273827;Fitzroy Island;2723;831;MMM;8;29.2138888888889;Aspat_831
Fitzroy Island_+3C_10;Fitzroy_4023;0.764457166194916;0.0685676112771034;Fitzroy Island;4023;831;+3C;10;31.8266666666667;Aspat_831
Fitzroy Island_+3C_13;Fitzroy_2175;0.747027575969696;0.0782948583364487;Fitzroy Island;2175;831;+3C;13;31.8116666666667;Aspat_831
Fitzroy Island_+3C_3;Fitzroy_3103;0.772786259651184;0.0703070461750031;Fitzroy Island;3103;831;+3C;3;31.8461111111111;Aspat_831
Fitzroy Island_+6C_5;Fitzroy_2407;0.719189703464508;0.0882399529218674;Fitzroy Island;2407;831;+6C;5;33.9316666666667;Aspat_831
Fitzroy Island_+6C_7;Fitzroy_708;0.79482227563858;0.0696906894445419;Fitzroy Island;708;831;+6C;7;34.2338888888889;Aspat_831
Fitzroy Island_+6C_9;Fitzroy_3063;0.734477281570435;0.0922737643122673;Fitzroy Island;3063;831;+6C;9;33.8872222222222;Aspat_831
Fitzroy Island_+9C_12;Fitzroy_1112;0.275214225053787;0.0815704613924026;Fitzroy Island;1112;831;+9C;12;37.445;Aspat_831
Fitzroy Island_+9C_16;Fitzroy_2571;0.181055560708046;0.0493381954729557;Fitzroy Island;2571;831;+9C;16;37.6855555555556;Aspat_831
Fitzroy Island_+9C_6;Fitzroy_2563;0.243971213698387;0.10009603947401;Fitzroy Island;2563;831;+9C;6;37.7316666666667;Aspat_831
Fitzroy Island_MMM_11;Fitzroy_761;0.800497591495514;0.0636504888534546;Fitzroy Island;761;832;MMM;11;28.7633333333333;Aspat_832
Fitzroy Island_MMM_4;Fitzroy_2020;0.783030867576599;0.0543551072478294;Fitzroy Island;2020;832;MMM;4;28.6377777777778;Aspat_832
Fitzroy Island_MMM_8;Fitzroy_2080;0.782090604305267;0.0650203973054886;Fitzroy Island;2080;832;MMM;8;29.2138888888889;Aspat_832
Fitzroy Island_+3C_10;Fitzroy_2272;0.809347331523895;0.0573900826275349;Fitzroy Island;2272;832;+3C;10;31.8266666666667;Aspat_832
Fitzroy Island_+3C_13;Fitzroy_2276;0.781724214553833;0.0616929195821285;Fitzroy Island;2276;832;+3C;13;31.8116666666667;Aspat_832
Fitzroy Island_+3C_3;Fitzroy_4024;0.812705039978027;0.0469633974134922;Fitzroy Island;4024;832;+3C;3;31.8461111111111;Aspat_832
Fitzroy Island_+6C_5;Fitzroy_2436;0.771287202835083;0.0554658025503159;Fitzroy Island;2436;832;+6C;5;33.9316666666667;Aspat_832
Fitzroy Island_+6C_7;Fitzroy_2368;0.772063970565796;0.0666852816939354;Fitzroy Island;2368;832;+6C;7;34.2338888888889;Aspat_832
Fitzroy Island_+6C_9;Fitzroy_2408;0.755013525485992;0.0561306290328503;Fitzroy Island;2408;832;+6C;9;33.8872222222222;Aspat_832
Fitzroy Island_+9C_12;Fitzroy_737;0.310467511415482;0.0806784480810165;Fitzroy Island;737;832;+9C;12;37.445;Aspat_832
Fitzroy Island_+9C_16;Fitzroy_109;0.378679156303406;0.065009780228138;Fitzroy Island;109;832;+9C;16;37.6855555555556;Aspat_832
Fitzroy Island_+9C_6;Fitzroy_4000;0.27493691444397;0.076933316886425;Fitzroy Island;4000;832;+9C;6;37.7316666666667;Aspat_832
Fitzroy Island_MMM_11;Fitzroy_762;0.712696313858032;0.0716773197054863;Fitzroy Island;762;833;MMM;11;28.7633333333333;Aspat_833
Fitzroy Island_MMM_4;Fitzroy_2021;0.701002299785614;0.0732505843043327;Fitzroy Island;2021;833;MMM;4;28.6377777777778;Aspat_833
Fitzroy Island_MMM_8;Fitzroy_2081;0.738952577114105;0.075483962893486;Fitzroy Island;2081;833;MMM;8;29.2138888888889;Aspat_833
Fitzroy Island_+3C_10;Fitzroy_2273;0.689809262752533;0.0720049440860748;Fitzroy Island;2273;833;+3C;10;31.8266666666667;Aspat_833
Fitzroy Island_+3C_13;Fitzroy_2277;0.743452906608582;0.0792981907725334;Fitzroy Island;2277;833;+3C;13;31.8116666666667;Aspat_833
Fitzroy Island_+3C_3;Fitzroy_4025;0.730262696743011;0.0818797573447227;Fitzroy Island;4025;833;+3C;3;31.8461111111111;Aspat_833
Fitzroy Island_+6C_5;Fitzroy_2437;0.686662971973419;0.0647343546152115;Fitzroy Island;2437;833;+6C;5;33.9316666666667;Aspat_833
Fitzroy Island_+6C_7;Fitzroy_2369;0.710712432861328;0.0844482854008675;Fitzroy Island;2369;833;+6C;7;34.2338888888889;Aspat_833
Fitzroy Island_+6C_9;Fitzroy_2409;0.710479319095612;0.0828654691576958;Fitzroy Island;2409;833;+6C;9;33.8872222222222;Aspat_833
Fitzroy Island_+9C_12;Fitzroy_738;0.202179625630379;0.079343780875206;Fitzroy Island;738;833;+9C;12;37.445;Aspat_833
Fitzroy Island_+9C_16;Fitzroy_110;0.187872618436813;0.0846688076853752;Fitzroy Island;110;833;+9C;16;37.6855555555556;Aspat_833
Fitzroy Island_+9C_6;Fitzroy_4001;0.369872629642487;0.0653792396187782;Fitzroy Island;4001;833;+9C;6;37.7316666666667;Aspat_833
Fitzroy Island_MMM_11;Fitzroy_763;0.695474982261658;0.0868832767009735;Fitzroy Island;763;834;MMM;11;28.7633333333333;Aspat_834
Fitzroy Island_MMM_4;Fitzroy_2022;0.688632547855377;0.074354499578476;Fitzroy Island;2022;834;MMM;4;28.6377777777778;Aspat_834
Fitzroy Island_MMM_8;Fitzroy_2082;0.6770960688591;0.0876621752977371;Fitzroy Island;2082;834;MMM;8;29.2138888888889;Aspat_834
Fitzroy Island_+3C_10;Fitzroy_2274;0.709938049316406;0.093674898147583;Fitzroy Island;2274;834;+3C;10;31.8266666666667;Aspat_834
Fitzroy Island_+3C_13;Fitzroy_2278;0.69725090265274;0.0952549651265144;Fitzroy Island;2278;834;+3C;13;31.8116666666667;Aspat_834
Fitzroy Island_+3C_3;Fitzroy_4026;0.712069451808929;0.0876876711845398;Fitzroy Island;4026;834;+3C;3;31.8461111111111;Aspat_834
Fitzroy Island_+6C_5;Fitzroy_2438;0.683519959449768;0.0867147743701935;Fitzroy Island;2438;834;+6C;5;33.9316666666667;Aspat_834
Fitzroy Island_+6C_7;Fitzroy_2370;0.649318754673004;0.100151605904102;Fitzroy Island;2370;834;+6C;7;34.2338888888889;Aspat_834
Fitzroy Island_+6C_9;Fitzroy_2410;0.738552987575531;0.0749960094690323;Fitzroy Island;2410;834;+6C;9;33.8872222222222;Aspat_834
Fitzroy Island_+9C_12;Fitzroy_739;0.128045633435249;0.0552072711288929;Fitzroy Island;739;834;+9C;12;37.445;Aspat_834
Fitzroy Island_+9C_16;Fitzroy_111;0.261729627847672;0.065575860440731;Fitzroy Island;111;834;+9C;16;37.6855555555556;Aspat_834
Fitzroy Island_+9C_6;Fitzroy_4002;0.321975380182266;0.108313508331776;Fitzroy Island;4002;834;+9C;6;37.7316666666667;Aspat_834
Fitzroy Island_MMM_11;Fitzroy_764;0.746157348155975;0.0838107839226723;Fitzroy Island;764;835;MMM;11;28.7633333333333;Aspat_835
Fitzroy Island_MMM_4;Fitzroy_2023;0.724516272544861;0.0960194617509842;Fitzroy Island;2023;835;MMM;4;28.6377777777778;Aspat_835
Fitzroy Island_MMM_8;Fitzroy_2083;0.773276269435883;0.0565159022808075;Fitzroy Island;2083;835;MMM;8;29.2138888888889;Aspat_835
Fitzroy Island_+3C_10;Fitzroy_2275;0.755190253257751;0.0646374523639679;Fitzroy Island;2275;835;+3C;10;31.8266666666667;Aspat_835
Fitzroy Island_+3C_13;Fitzroy_2279;0.750793397426605;0.0761460289359093;Fitzroy Island;2279;835;+3C;13;31.8116666666667;Aspat_835
Fitzroy Island_+3C_3;Fitzroy_4027;0.714223384857178;0.0811879485845566;Fitzroy Island;4027;835;+3C;3;31.8461111111111;Aspat_835
Fitzroy Island_+6C_5;Fitzroy_2439;0.733313739299774;0.106401644647121;Fitzroy Island;2439;835;+6C;5;33.9316666666667;Aspat_835
Fitzroy Island_+6C_7;Fitzroy_2371;0.727430641651154;0.082863450050354;Fitzroy Island;2371;835;+6C;7;34.2338888888889;Aspat_835
Fitzroy Island_+6C_9;Fitzroy_2411;0.728863000869751;0.0945416912436485;Fitzroy Island;2411;835;+6C;9;33.8872222222222;Aspat_835
Fitzroy Island_+9C_12;Fitzroy_740;0.0611192770302296;0.0155386598780751;Fitzroy Island;740;835;+9C;12;37.445;Aspat_835
Fitzroy Island_+9C_16;Fitzroy_112;0.113615319132805;0.0359769351780415;Fitzroy Island;112;835;+9C;16;37.6855555555556;Aspat_835
Fitzroy Island_+9C_6;Fitzroy_4003;0.15357868373394;0.0514007247984409;Fitzroy Island;4003;835;+9C;6;37.7316666666667;Aspat_835
Fitzroy Island_MMM_11;Fitzroy_569;0.764278650283813;0.0782760381698608;Fitzroy Island;569;836;MMM;11;28.7633333333333;Aspat_836
Fitzroy Island_MMM_4;Fitzroy_277;0.783031225204468;0.0715203285217285;Fitzroy Island;277;836;MMM;4;28.6377777777778;Aspat_836
Fitzroy Island_MMM_8;Fitzroy_149;0.752279818058014;0.0886837542057037;Fitzroy Island;149;836;MMM;8;29.2138888888889;Aspat_836
Fitzroy Island_+3C_10;Fitzroy_605;0.777977049350739;0.0756884440779686;Fitzroy Island;605;836;+3C;10;31.8266666666667;Aspat_836
Fitzroy Island_+3C_13;Fitzroy_545;0.760591268539429;0.0682907104492188;Fitzroy Island;545;836;+3C;13;31.8116666666667;Aspat_836
Fitzroy Island_+3C_3;Fitzroy_113;0.783684253692627;0.078728087246418;Fitzroy Island;113;836;+3C;3;31.8461111111111;Aspat_836
Fitzroy Island_+6C_5;Fitzroy_2764;0.764756619930267;0.0837629958987236;Fitzroy Island;2764;836;+6C;5;33.9316666666667;Aspat_836
Fitzroy Island_+6C_7;Fitzroy_2488;0.732493221759796;0.0963854044675827;Fitzroy Island;2488;836;+6C;7;34.2338888888889;Aspat_836
Fitzroy Island_+6C_9;Fitzroy_2344;0.764004647731781;0.0854976624250412;Fitzroy Island;2344;836;+6C;9;33.8872222222222;Aspat_836
Fitzroy Island_+9C_12;Fitzroy_2584;0.358805030584335;0.172246590256691;Fitzroy Island;2584;836;+9C;12;37.445;Aspat_836
Fitzroy Island_+9C_16;Fitzroy_4016;0.258890450000763;0.0941262021660805;Fitzroy Island;4016;836;+9C;16;37.6855555555556;Aspat_836
Fitzroy Island_+9C_6;Fitzroy_529;0.177159428596497;0.0526319518685341;Fitzroy Island;529;836;+9C;6;37.7316666666667;Aspat_836
Fitzroy Island_MMM_11;Fitzroy_570;0.803287267684937;0.063425250351429;Fitzroy Island;570;837;MMM;11;28.7633333333333;Aspat_837
Fitzroy Island_MMM_4;Fitzroy_278;0.825456500053406;0.0570740289986134;Fitzroy Island;278;837;MMM;4;28.6377777777778;Aspat_837
Fitzroy Island_MMM_8;Fitzroy_150;0.756710946559906;0.0654067322611809;Fitzroy Island;150;837;MMM;8;29.2138888888889;Aspat_837
Fitzroy Island_+3C_10;Fitzroy_606;0.811092734336853;0.0520427823066711;Fitzroy Island;606;837;+3C;10;31.8266666666667;Aspat_837
Fitzroy Island_+3C_13;Fitzroy_546;0.810633957386017;0.0545800440013409;Fitzroy Island;546;837;+3C;13;31.8116666666667;Aspat_837
Fitzroy Island_+3C_3;Fitzroy_114;0.823527812957764;0.0461629703640938;Fitzroy Island;114;837;+3C;3;31.8461111111111;Aspat_837
Fitzroy Island_+6C_5;Fitzroy_2765;0.726064920425415;0.0667584538459778;Fitzroy Island;2765;837;+6C;5;33.9316666666667;Aspat_837
Fitzroy Island_+6C_7;Fitzroy_2489;0.734800457954407;0.0764525532722473;Fitzroy Island;2489;837;+6C;7;34.2338888888889;Aspat_837
Fitzroy Island_+6C_9;Fitzroy_2345;0.778128385543823;0.067934162914753;Fitzroy Island;2345;837;+6C;9;33.8872222222222;Aspat_837
Fitzroy Island_+9C_12;Fitzroy_2585;0.204677373170853;0.0970785617828369;Fitzroy Island;2585;837;+9C;12;37.445;Aspat_837
Fitzroy Island_+9C_16;Fitzroy_4017;0.356869012117386;0.102964028716087;Fitzroy Island;4017;837;+9C;16;37.6855555555556;Aspat_837
Fitzroy Island_+9C_6;Fitzroy_530;0.211766570806503;0.118570327758789;Fitzroy Island;530;837;+9C;6;37.7316666666667;Aspat_837
Fitzroy Island_MMM_11;Fitzroy_571;0.786426067352295;0.0512371845543385;Fitzroy Island;571;838;MMM;11;28.7633333333333;Aspat_838
Fitzroy Island_MMM_4;Fitzroy_279;0.718094646930695;0.0599327050149441;Fitzroy Island;279;838;MMM;4;28.6377777777778;Aspat_838
Fitzroy Island_MMM_8;Fitzroy_151;0.749412059783936;0.0569427572190762;Fitzroy Island;151;838;MMM;8;29.2138888888889;Aspat_838
Fitzroy Island_+3C_10;Fitzroy_607;0.749398171901703;0.0548122636973858;Fitzroy Island;607;838;+3C;10;31.8266666666667;Aspat_838
Fitzroy Island_+3C_13;Fitzroy_547;0.766527235507965;0.0614359639585018;Fitzroy Island;547;838;+3C;13;31.8116666666667;Aspat_838
Fitzroy Island_+3C_3;Fitzroy_115;0.781204104423523;0.0449604094028473;Fitzroy Island;115;838;+3C;3;31.8461111111111;Aspat_838
Fitzroy Island_+6C_5;Fitzroy_2766;0.732486724853516;0.0613932013511658;Fitzroy Island;2766;838;+6C;5;33.9316666666667;Aspat_838
Fitzroy Island_+6C_7;Fitzroy_2490;0.784788608551025;0.04815823584795;Fitzroy Island;2490;838;+6C;7;34.2338888888889;Aspat_838
Fitzroy Island_+6C_9;Fitzroy_2346;0.782235741615295;0.060295719653368;Fitzroy Island;2346;838;+6C;9;33.8872222222222;Aspat_838
Fitzroy Island_+9C_12;Fitzroy_2586;0.299071818590164;0.0904842093586922;Fitzroy Island;2586;838;+9C;12;37.445;Aspat_838
Fitzroy Island_+9C_16;Fitzroy_4018;0.280521750450134;0.0583769306540489;Fitzroy Island;4018;838;+9C;16;37.6855555555556;Aspat_838
Fitzroy Island_+9C_6;Fitzroy_531;0.164397701621056;0.0725411251187325;Fitzroy Island;531;838;+9C;6;37.7316666666667;Aspat_838
Fitzroy Island_MMM_11;Fitzroy_572;0.711002111434937;0.105056509375572;Fitzroy Island;572;839;MMM;11;28.7633333333333;Aspat_839
Fitzroy Island_MMM_4;Fitzroy_280;0.806539535522461;0.0541052892804146;Fitzroy Island;280;839;MMM;4;28.6377777777778;Aspat_839
Fitzroy Island_MMM_8;Fitzroy_152;0.723412930965424;0.0729473158717155;Fitzroy Island;152;839;MMM;8;29.2138888888889;Aspat_839
Fitzroy Island_+3C_10;Fitzroy_608;0.702808558940887;0.0910993963479996;Fitzroy Island;608;839;+3C;10;31.8266666666667;Aspat_839
Fitzroy Island_+3C_13;Fitzroy_548;0.649600744247437;0.0899577289819717;Fitzroy Island;548;839;+3C;13;31.8116666666667;Aspat_839
Fitzroy Island_+3C_3;Fitzroy_116;0.782466292381287;0.0586329251527786;Fitzroy Island;116;839;+3C;3;31.8461111111111;Aspat_839
Fitzroy Island_+6C_5;Fitzroy_2767;0.767786860466003;0.0708334818482399;Fitzroy Island;2767;839;+6C;5;33.9316666666667;Aspat_839
Fitzroy Island_+6C_7;Fitzroy_2491;0.605681777000427;0.1184017136693;Fitzroy Island;2491;839;+6C;7;34.2338888888889;Aspat_839
Fitzroy Island_+6C_9;Fitzroy_2347;0.675951063632965;0.0992388352751732;Fitzroy Island;2347;839;+6C;9;33.8872222222222;Aspat_839
Fitzroy Island_+9C_12;Fitzroy_2587;0.125691398978233;0.0955019295215607;Fitzroy Island;2587;839;+9C;12;37.445;Aspat_839
Fitzroy Island_+9C_16;Fitzroy_4019;0.290884792804718;0.111377418041229;Fitzroy Island;4019;839;+9C;16;37.6855555555556;Aspat_839
Fitzroy Island_+9C_6;Fitzroy_532;0.319940894842148;0.12218215316534;Fitzroy Island;532;839;+9C;6;37.7316666666667;Aspat_839
Fitzroy Island_MMM_11;Fitzroy_2136;0.737969100475311;0.0682442039251328;Fitzroy Island;2136;840;MMM;11;28.7633333333333;Aspat_840
Fitzroy Island_MMM_4;Fitzroy_757;0.724829137325287;0.0781245827674866;Fitzroy Island;757;840;MMM;4;28.6377777777778;Aspat_840
Fitzroy Island_MMM_8;Fitzroy_2148;0.732268393039703;0.05389653891325;Fitzroy Island;2148;840;MMM;8;29.2138888888889;Aspat_840
Fitzroy Island_+3C_10;Fitzroy_2256;0.688869595527649;0.0974131226539612;Fitzroy Island;2256;840;+3C;10;31.8266666666667;Aspat_840
Fitzroy Island_+3C_13;Fitzroy_85;0.690821528434753;0.0761087387800217;Fitzroy Island;85;840;+3C;13;31.8116666666667;Aspat_840
Fitzroy Island_+3C_3;Fitzroy_2316;0.702656149864197;0.0742299482226372;Fitzroy Island;2316;840;+3C;3;31.8461111111111;Aspat_840
Fitzroy Island_+6C_5;Fitzroy_493;0.671426117420197;0.0832946673035622;Fitzroy Island;493;840;+6C;5;33.9316666666667;Aspat_840
Fitzroy Island_+6C_7;Fitzroy_369;0.700236737728119;0.0699675679206848;Fitzroy Island;369;840;+6C;7;34.2338888888889;Aspat_840
Fitzroy Island_+6C_9;Fitzroy_245;0.644305765628815;0.0741096884012222;Fitzroy Island;245;840;+6C;9;33.8872222222222;Aspat_840
Fitzroy Island_+9C_12;Fitzroy_2628;0.111534550786018;0.0609164386987686;Fitzroy Island;2628;840;+9C;12;37.445;Aspat_840
Fitzroy Island_+9C_16;Fitzroy_2600;0.154728516936302;0.0741719901561737;Fitzroy Island;2600;840;+9C;16;37.6855555555556;Aspat_840
Fitzroy Island_+9C_6;Fitzroy_2556;0.246287405490875;0.0907149538397789;Fitzroy Island;2556;840;+9C;6;37.7316666666667;Aspat_840
Fitzroy Island_MMM_11;Fitzroy_2137;0.63414192199707;0.0761002972722054;Fitzroy Island;2137;841;MMM;11;28.7633333333333;Aspat_841
Fitzroy Island_MMM_4;Fitzroy_758;0.709013223648071;0.0991643369197845;Fitzroy Island;758;841;MMM;4;28.6377777777778;Aspat_841
Fitzroy Island_MMM_8;Fitzroy_2149;0.727759540081024;0.108955875039101;Fitzroy Island;2149;841;MMM;8;29.2138888888889;Aspat_841
Fitzroy Island_+3C_10;Fitzroy_2257;0.744764506816864;0.0766178965568542;Fitzroy Island;2257;841;+3C;10;31.8266666666667;Aspat_841
Fitzroy Island_+3C_13;Fitzroy_86;0.695777297019958;0.0984768196940422;Fitzroy Island;86;841;+3C;13;31.8116666666667;Aspat_841
Fitzroy Island_+3C_3;Fitzroy_2317;0.779439330101013;0.0948536396026611;Fitzroy Island;2317;841;+3C;3;31.8461111111111;Aspat_841
Fitzroy Island_+6C_5;Fitzroy_494;0.697944760322571;0.0906185209751129;Fitzroy Island;494;841;+6C;5;33.9316666666667;Aspat_841
Fitzroy Island_+6C_7;Fitzroy_370;0.749492287635803;0.0817148089408875;Fitzroy Island;370;841;+6C;7;34.2338888888889;Aspat_841
Fitzroy Island_+6C_9;Fitzroy_246;0.663960874080658;0.0972236767411232;Fitzroy Island;246;841;+6C;9;33.8872222222222;Aspat_841
Fitzroy Island_+9C_12;Fitzroy_2629;0.141518071293831;0.082787960767746;Fitzroy Island;2629;841;+9C;12;37.445;Aspat_841
Fitzroy Island_+9C_16;Fitzroy_2601;0.191152796149254;0.0800724774599075;Fitzroy Island;2601;841;+9C;16;37.6855555555556;Aspat_841
Fitzroy Island_+9C_6;Fitzroy_2557;0.430945664644241;0.0873569771647453;Fitzroy Island;2557;841;+9C;6;37.7316666666667;Aspat_841
Fitzroy Island_MMM_11;Fitzroy_2138;0.634266793727875;0.0796676650643349;Fitzroy Island;2138;842;MMM;11;28.7633333333333;Aspat_842
Fitzroy Island_MMM_4;Fitzroy_759;0.686518013477325;0.0737408176064491;Fitzroy Island;759;842;MMM;4;28.6377777777778;Aspat_842
Fitzroy Island_MMM_8;Fitzroy_2150;0.727330923080444;0.0692083463072777;Fitzroy Island;2150;842;MMM;8;29.2138888888889;Aspat_842
Fitzroy Island_+3C_10;Fitzroy_2258;0.677093267440796;0.106807723641396;Fitzroy Island;2258;842;+3C;10;31.8266666666667;Aspat_842
Fitzroy Island_+3C_13;Fitzroy_87;0.670999467372894;0.112362764775753;Fitzroy Island;87;842;+3C;13;31.8116666666667;Aspat_842
Fitzroy Island_+3C_3;Fitzroy_2318;0.721618890762329;0.0651162713766098;Fitzroy Island;2318;842;+3C;3;31.8461111111111;Aspat_842
Fitzroy Island_+6C_5;Fitzroy_495;0.732467710971832;0.085180938243866;Fitzroy Island;495;842;+6C;5;33.9316666666667;Aspat_842
Fitzroy Island_+6C_7;Fitzroy_371;0.708871483802795;0.0787405297160149;Fitzroy Island;371;842;+6C;7;34.2338888888889;Aspat_842
Fitzroy Island_+6C_9;Fitzroy_247;0.747127413749695;0.0807507485151291;Fitzroy Island;247;842;+6C;9;33.8872222222222;Aspat_842
Fitzroy Island_+9C_12;Fitzroy_2630;0.233574792742729;0.143136098980904;Fitzroy Island;2630;842;+9C;12;37.445;Aspat_842
Fitzroy Island_+9C_16;Fitzroy_2602;0.0929124802350998;0.0636202767491341;Fitzroy Island;2602;842;+9C;16;37.6855555555556;Aspat_842
Fitzroy Island_+9C_6;Fitzroy_2558;0.114647477865219;0.062261950224638;Fitzroy Island;2558;842;+9C;6;37.7316666666667;Aspat_842
Fitzroy Island_MMM_11;Fitzroy_2139;0.744198441505432;0.0722042769193649;Fitzroy Island;2139;843;MMM;11;28.7633333333333;Aspat_843
Fitzroy Island_MMM_4;Fitzroy_760;0.72094315290451;0.103330224752426;Fitzroy Island;760;843;MMM;4;28.6377777777778;Aspat_843
Fitzroy Island_MMM_8;Fitzroy_2151;0.740768909454346;0.0552618689835072;Fitzroy Island;2151;843;MMM;8;29.2138888888889;Aspat_843
Fitzroy Island_+3C_10;Fitzroy_2259;0.749805152416229;0.078985720872879;Fitzroy Island;2259;843;+3C;10;31.8266666666667;Aspat_843
Fitzroy Island_+3C_13;Fitzroy_88;0.659904479980469;0.0756981149315834;Fitzroy Island;88;843;+3C;13;31.8116666666667;Aspat_843
Fitzroy Island_+3C_3;Fitzroy_2319;0.710431277751923;0.0727711766958237;Fitzroy Island;2319;843;+3C;3;31.8461111111111;Aspat_843
Fitzroy Island_+6C_5;Fitzroy_496;0.709454655647278;0.086625762283802;Fitzroy Island;496;843;+6C;5;33.9316666666667;Aspat_843
Fitzroy Island_+6C_7;Fitzroy_372;0.691281318664551;0.112020581960678;Fitzroy Island;372;843;+6C;7;34.2338888888889;Aspat_843
Fitzroy Island_+6C_9;Fitzroy_248;0.718406915664673;0.0714953020215034;Fitzroy Island;248;843;+6C;9;33.8872222222222;Aspat_843
Fitzroy Island_+9C_12;Fitzroy_2631;0.271882086992264;0.111575171351433;Fitzroy Island;2631;843;+9C;12;37.445;Aspat_843
Fitzroy Island_+9C_16;Fitzroy_2603;0.237966388463974;0.111661955714226;Fitzroy Island;2603;843;+9C;16;37.6855555555556;Aspat_843
Fitzroy Island_+9C_6;Fitzroy_2559;0.285666584968567;0.0991159826517105;Fitzroy Island;2559;843;+9C;6;37.7316666666667;Aspat_843
Fitzroy Island_MMM_11;Fitzroy_553;0.733905911445618;0.0720332786440849;Fitzroy Island;553;844;MMM;11;28.7633333333333;Aspat_844
Fitzroy Island_MMM_4;Fitzroy_2128;0.732785284519196;0.0516646206378937;Fitzroy Island;2128;844;MMM;4;28.6377777777778;Aspat_844
Fitzroy Island_MMM_8;Fitzroy_1133;0.718136548995972;0.0635708570480347;Fitzroy Island;1133;844;MMM;8;29.2138888888889;Aspat_844
Fitzroy Island_+3C_10;Fitzroy_2260;0.694659650325775;0.0578749924898148;Fitzroy Island;2260;844;+3C;10;31.8266666666667;Aspat_844
Fitzroy Island_+3C_13;Fitzroy_3148;0.652010560035706;0.0886585265398026;Fitzroy Island;3148;844;+3C;13;31.8116666666667;Aspat_844
Fitzroy Island_+3C_3;Fitzroy_2284;0.786291062831879;0.0520939379930496;Fitzroy Island;2284;844;+3C;3;31.8461111111111;Aspat_844
Fitzroy Island_+6C_5;Fitzroy_2464;0.657630622386932;0.0576379187405109;Fitzroy Island;2464;844;+6C;5;33.9316666666667;Aspat_844
Fitzroy Island_+6C_7;Fitzroy_941;0.694816410541534;0.10001727938652;Fitzroy Island;941;844;+6C;7;34.2338888888889;Aspat_844
Fitzroy Island_+6C_9;Fitzroy_2336;0.712321698665619;0.0636229664087296;Fitzroy Island;2336;844;+6C;9;33.8872222222222;Aspat_844
Fitzroy Island_+9C_12;Fitzroy_21;0.163595765829086;0.135363861918449;Fitzroy Island;21;844;+9C;12;37.445;Aspat_844
Fitzroy Island_+9C_16;Fitzroy_1049;0.0704042091965675;0.065106064081192;Fitzroy Island;1049;844;+9C;16;37.6855555555556;Aspat_844
Fitzroy Island_+9C_6;Fitzroy_153;0.104864254593849;0.0417798571288586;Fitzroy Island;153;844;+9C;6;37.7316666666667;Aspat_844
Fitzroy Island_MMM_11;Fitzroy_554;0.779468297958374;0.0628646090626717;Fitzroy Island;554;845;MMM;11;28.7633333333333;Aspat_845
