Site.name;Genotype;Metric;Value;CI;Trait;eventID
Kelso;950;ED50;37.4072782451359;2.20593703753632;FvFm;Aspat_950
Kelso;968;ED50;38.6080802096202;3.08280968802546;FvFm;Aspat_968
Kelso;962;ED50;40.1180075790124;9.41645911032292;FvFm;Aspat_962
Lady Musgrave;1617;ED50;36.9915136408789;1.81818479509261;FvFm;Aspat_1617
Lady Musgrave;1637;ED50;37.2099121351986;2.44707573567094;FvFm;Aspat_1637
Lady Musgrave;1600;ED50;36.5302072457376;1.2935623467834;FvFm;Aspat_1600
Lady Musgrave;1630;ED50;36.5859947342079;1.29268932201286;FvFm;Aspat_1630
Lady Musgrave;1649;ED50;35.9343647676681;1.09878283198199;FvFm;Aspat_1649
Lady Musgrave;1601;ED50;38.9384175638115;7.68995811375154;FvFm;Aspat_1601
Lady Musgrave;1599;ED50;36.0078569779929;0.742877247384484;FvFm;Aspat_1599
Lady Musgrave;1647;ED50;35.9470560113262;0.868984533307213;FvFm;Aspat_1647
Lady Musgrave;1646;ED50;36.3819712617126;1.36701294089846;FvFm;Aspat_1646
Lady Musgrave;1612;ED50;38.2939111219044;3.95807954133015;FvFm;Aspat_1612
Lady Musgrave;1634;ED50;37.6035523398146;2.66020825148192;FvFm;Aspat_1634
Lady Musgrave;1609;ED50;38.2912283909424;4.32647129511587;FvFm;Aspat_1609
Lady Musgrave;1603;ED50;37.3032121260065;2.6936969564743;FvFm;Aspat_1603
Lady Musgrave;1641;ED50;36.2071347146817;4.28174472188903;FvFm;Aspat_1641
Lady Musgrave;1607;ED50;38.0644946218818;3.42986634737352;FvFm;Aspat_1607
Lady Musgrave;1651;ED50;36.8976692980915;1.68391294076994;FvFm;Aspat_1651
Lady Musgrave;1650;ED50;36.0673331784799;0.344629163537292;FvFm;Aspat_1650
Lady Musgrave;1596;ED50;37.1964932574057;1.86615302171506;FvFm;Aspat_1596
Lady Musgrave;1604;ED50;37.2617986593738;2.03168164836107;FvFm;Aspat_1604
Lady Musgrave;1598;ED50;36.0831039353553;0.958372380676835;FvFm;Aspat_1598
Lady Musgrave;1597;ED50;36.6187337422783;1.44678008889422;FvFm;Aspat_1597
Lady Musgrave;1638;ED50;38.6627864914446;4.35554314302587;FvFm;Aspat_1638
Lady Musgrave;1653;ED50;36.3211537424802;0.518103615110363;FvFm;Aspat_1653
Lady Musgrave;1608;ED50;39.1715924804111;5.82290134472402;FvFm;Aspat_1608
Lady Musgrave;1631;ED50;36.3201642494875;0.445205588008363;FvFm;Aspat_1631
Lady Musgrave;1615;ED50;36.7215424573659;1.3679130336382;FvFm;Aspat_1615
Lady Musgrave;1614;ED50;36.3247333538958;0.77269402108152;FvFm;Aspat_1614
Lady Musgrave;1635;ED50;38.0698157622888;3.76910356165877;FvFm;Aspat_1635
Lady Musgrave;1616;ED50;36.3738602739521;1.26206059637946;FvFm;Aspat_1616
Lady Musgrave;1643;ED50;36.2824570157706;1.07251812492676;FvFm;Aspat_1643
Lady Musgrave;1611;ED50;38.6485793456902;4.84277021795855;FvFm;Aspat_1611
Lady Musgrave;1633;ED50;39.2386107448055;6.74274858704887;FvFm;Aspat_1633
Lady Musgrave;1613;ED50;35.895467713957;0.790523198511579;FvFm;Aspat_1613
Lady Musgrave;1654;ED50;36.0673707048785;0.298227231051612;FvFm;Aspat_1654
Lady Musgrave;1625;ED50;36.8813213196369;1.91221710566003;FvFm;Aspat_1625
Lady Musgrave;1620;ED50;36.4723484141833;1.10575129802928;FvFm;Aspat_1620
Lady Musgrave;1645;ED50;36.0723291132277;0.851605077536632;FvFm;Aspat_1645
Lady Musgrave;1652;ED50;36.4845321832838;1.1984937752493;FvFm;Aspat_1652
