ID;Date;Time;No.;PAR;F1;F2;F3;Fm1;Fm2;Fm3;FvFm1;FvFm2;FvFm3;qc;Site.name;Genotype;Tank;Treatment;mFvFm;sdFvFm;mF;sdF;eventID
StCrispin_540;06/03/2022;21:53:40;1;0;0.1735;0.175;0.1999;0.6237;0.654;0.7258;0.722;0.732;0.725;0;St Crispin;743;14;+3C;0.7263333;0.005131601;0.1828;0.01482801;Aspat_743
StCrispin_2487;06/03/2022;21:33:54;1;0;0.2718;0.2693;0.2717;0.7243;0.7317;0.7625;0.6247411;0.631953;0.6436721;2;St Crispin;743;4;+6C;0.6334554;0.009554511;0.2709333;0.001415392;Aspat_743
StCrispin_2507;06/03/2022;21:41:49;1;0;0.3186;0.264;0.2454;0.8231;0.7072;0.7033;0.6129267;0.6266968;0.6510735;2;St Crispin;743;11;+6C;0.6302324;0.01931758;0.276;0.03804681;Aspat_743
StCrispin_8;06/03/2022;21:27:40;1;0;0.1779;0.1745;0.1891;0.6227;0.6305;0.6745;0.714;0.723;0.72;0;St Crispin;743;2;+6C;0.719;0.004582576;0.1805;0.007639372;Aspat_743
StCrispin_2567;06/03/2022;21:12:52;1;0;0.0445;0.066;0.0782;0.0655;0.0904;0.0899;0.321;0.27;0.13;0;St Crispin;743;1;+9C;0.2403333;0.09889557;0.0629;0.01706253;Aspat_743
StCrispin_3035B;06/03/2022;21:24:14;1;0;0.0264;0.0303;0.0362;0.0616;0.0709;0.0811;0.571;0.572;0.554;0;St Crispin;743;6;+9C;0.5656667;0.01011599;0.03096667;0.004933896;Aspat_743
StCrispin_584;06/03/2022;21:21:00;1;0;0.0557;0.065;0.0909;0.0963;0.1095;0.1554;0.421;0.406;0.415;0;St Crispin;743;3;+9C;0.414;0.007549834;0.07053333;0.01824071;Aspat_743
StCrispin_2024;06/03/2022;22:04:34;1;0;0.2576;0.2625;0.2546;0.8465;0.9042;0.9076;0.696;0.71;0.719;0;St Crispin;744;9;MMM;0.7083333;0.01159023;0.2582333;0.003987898;Aspat_744
StCrispin_2036;06/03/2022;22:00:15;1;0;0.2483;0.2571;0.2527;0.8724;0.8871;0.868;0.715;0.71;0.709;0;St Crispin;744;7;MMM;0.7113333;0.00321455;0.2527;0.0044;Aspat_744
StCrispin_2068;06/03/2022;22:09:53;1;0;0.2737;0.2581;0.2502;0.8519;0.846;0.8661;0.679;0.695;0.711;0;St Crispin;744;13;MMM;0.695;0.016;0.2606667;0.0119584;Aspat_744
StCrispin_105;06/03/2022;21:45:14;1;0;0.2786;0.2654;0.284;0.9042;0.8387;0.8666;0.6918823;0.6835579;0.6722825;2;St Crispin;744;8;+3C;0.6825742;0.009836877;0.276;0.009568699;Aspat_744
StCrispin_753;06/03/2022;21:54:35;1;0;0.2581;0.2493;0.238;0.8856;0.8617;0.8749;0.709;0.711;0.728;0;St Crispin;744;14;+3C;0.716;0.01044031;0.2484667;0.01007588;Aspat_744
StCrispin_969;06/03/2022;21:48:22;1;0;0.2927;0.2922;0.2786;0.8749;0.8876;0.8148;0.6654475;0.6707977;0.6580756;2;St Crispin;744;10;+3C;0.6647736;0.006387744;0.2878333;0.008000208;Aspat_744
StCrispin_2348;06/03/2022;21:35:07;1;0;0.2644;0.2864;0.2087;0.9018;0.9066;0.9326;0.707;0.684;0.776;0;St Crispin;744;4;+6C;0.7223333;0.04787832;0.2531667;0.04004951;Aspat_744
StCrispin_2364;06/03/2022;21:30:56;1;0;0.1838;0.173;0.1588;0.8705;0.9047;0.8734;0.789;0.809;0.818;0;St Crispin;744;2;+6C;0.8053333;0.01484363;0.1718667;0.01253847;Aspat_744
StCrispin_3028B;06/03/2022;21:20:45;1;0;0.1036;0.0767;0.0777;0.1862;0.1364;0.1295;0.443609;0.4376833;0.4;2;St Crispin;744;3;+9C;0.4270974;0.02365337;0.086;0.01525025;Aspat_744
StCrispin_3036B;06/03/2022;21:25:02;1;0;0.2077;0.1965;0.2038;0.3353;0.3275;0.3969;0.3805547;0.4;0.4865205;2;St Crispin;744;6;+9C;0.4223584;0.05641021;0.2026667;0.005685361;Aspat_744
StCrispin_633;06/03/2022;21:12:10;1;0;0.1828;0.2097;0.2038;0.2879;0.3573;0.3695;0.365;0.413;0.448;0;St Crispin;744;1;+9C;0.4086667;0.04166933;0.1987667;0.01413872;Aspat_744
StCrispin_2025;06/03/2022;22:04:34;1;0;0.2498;0.2639;0.2556;0.848;0.9062;0.8485;0.705;0.709;0.699;0;St Crispin;745;9;MMM;0.7043333;0.005033223;0.2564333;0.007086842;Aspat_745
StCrispin_2037;06/03/2022;22:00:15;1;0;0.2889;0.2664;0.2761;0.9018;0.9066;0.9076;0.68;0.706;0.696;0;St Crispin;745;7;MMM;0.694;0.01311488;0.2771333;0.01128554;Aspat_745
StCrispin_2069;06/03/2022;22:09:53;1;0;0.2375;0.2595;0.259;0.8192;0.8671;0.911;0.71;0.701;0.716;0;St Crispin;745;13;MMM;0.709;0.007549834;0.252;0.01255986;Aspat_745
StCrispin_106;06/03/2022;21:45:14;1;0;0.2395;0.24;0.2307;0.7845;0.8578;0.8788;0.695;0.72;0.737;1;St Crispin;745;8;+3C;0.7173333;0.0211266;0.2367333;0.005230997;Aspat_745
StCrispin_754;06/03/2022;21:54:35;1;0;0.2669;0.2551;0.2512;0.8822;0.8817;0.8861;0.698;0.711;0.716;0;St Crispin;745;14;+3C;0.7083333;0.009291573;0.2577333;0.008174554;Aspat_745
StCrispin_970;06/03/2022;21:48:22;1;0;0.2404;0.2331;0.2805;0.8109;0.7859;0.893;0.7035393;0.7033974;0.6858903;2;St Crispin;745;10;+3C;0.697609;0.01014895;0.2513333;0.02552143;Aspat_745
StCrispin_2349;06/03/2022;21:35:07;1;0;0.239;0.2331;0.2493;0.8895;0.8661;0.8715;0.731;0.731;0.714;0;St Crispin;745;4;+6C;0.7253333;0.009814955;0.2404667;0.008198984;Aspat_745
StCrispin_2365;06/03/2022;21:30:56;1;0;0.1696;0.1735;0.1769;0.8827;0.9086;0.9003;0.808;0.809;0.803;0;St Crispin;745;2;+6C;0.8066667;0.00321455;0.1733333;0.003652853;Aspat_745
StCrispin_790;06/03/2022;21:37:49;1;0;0.2654;0.28;0.2747;0.8568;0.8983;0.8583;0.6902428;0.6883001;0.6799487;2;St Crispin;745;11;+6C;0.6861639;0.005469408;0.2733667;0.00739076;Aspat_745
StCrispin_3029B;06/03/2022;21:20:45;1;0;0.1979;0.1251;0.1617;0.3152;0.1398;0.2703;0.3721447;0.1051502;0.4017758;2;St Crispin;745;3;+9C;0.2930236;0.1633762;0.1615667;0.03640018;Aspat_745
StCrispin_3037B;06/03/2022;21:25:02;1;0;0.2991;0.2234;0.1755;0.5171;0.3851;0.2454;0.4215819;0.4198909;0.2848411;2;St Crispin;745;6;+9C;0.375438;0.07846377;0.2326667;0.06231888;Aspat_745
StCrispin_634;06/03/2022;21:12:10;1;0;0.2136;0.1984;0.217;0.3045;0.282;0.3211;0.299;0.296;0.324;0;St Crispin;745;1;+9C;0.3063333;0.01537314;0.2096667;0.009904208;Aspat_745
StCrispin_2026;06/03/2022;22:04:34;1;0;0.239;0.2092;0.2097;0.8074;0.7136;0.737;0.704;0.707;0.716;0;St Crispin;746;9;MMM;0.709;0.006244998;0.2193;0.01706253;Aspat_746
StCrispin_2038;06/03/2022;22:00:15;1;0;0.2126;0.2077;0.2234;0.7483;0.7458;0.826;0.716;0.721;0.73;0;St Crispin;746;7;MMM;0.7223333;0.007094599;0.2145667;0.008032642;Aspat_746
StCrispin_2070;06/03/2022;22:09:53;1;0;0.2786;0.2542;0.2512;0.9457;0.9027;0.8886;0.705;0.718;0.717;0;St Crispin;746;13;MMM;0.7133333;0.007234178;0.2613333;0.01502842;Aspat_746
StCrispin_107;06/03/2022;21:45:14;1;0;0.2302;0.2243;0.241;0.7942;0.7967;0.803;0.7101486;0.7184637;0.6998755;2;St Crispin;746;8;+3C;0.7094959;0.00931127;0.2318333;0.008468963;Aspat_746
StCrispin_755;06/03/2022;21:54:35;1;0;0.1774;0.195;0.2033;0.6564;0.7234;0.7801;0.73;0.73;0.739;0;St Crispin;746;14;+3C;0.733;0.005196152;0.1919;0.01322535;Aspat_746
StCrispin_2350;06/03/2022;21:35:07;1;0;0.2102;0.2131;0.219;0.782;0.762;0.8143;0.731;0.72;0.731;0;St Crispin;746;4;+6C;0.7273333;0.006350853;0.2141;0.004484417;Aspat_746
StCrispin_2366;06/03/2022;21:30:56;1;0;0.1593;0.1466;0.1476;0.7942;0.7527;0.7825;0.799;0.805;0.811;0;St Crispin;746;2;+6C;0.805;0.006;0.1511667;0.007061397;Aspat_746
StCrispin_3030B;06/03/2022;21:20:45;1;0;0.1187;0.1564;0.1227;0.1794;0.2219;0.1676;0.3383501;0.295178;0.2678998;2;St Crispin;746;3;+9C;0.3004759;0.0355227;0.1326;0.02070821;Aspat_746
StCrispin_3038B;06/03/2022;21:25:02;1;0;0.2341;0.1989;0.1882;0.3944;0.2796;0.2385;0.4064402;0.2886266;0.2109015;2;St Crispin;746;6;+9C;0.3019894;0.09845186;0.2070667;0.02401506;Aspat_746
StCrispin_635;06/03/2022;21:12:10;1;0;0.194;0.2219;0.238;0.3656;0.4042;0.4164;0.469;0.451;0.428;0;St Crispin;746;1;+9C;0.4493333;0.02055075;0.2179667;0.02226215;Aspat_746
StCrispin_2027;06/03/2022;22:04:34;1;0;0.2639;0.2717;0.262;0.7468;0.7757;0.8255;0.647;0.65;0.683;0;St Crispin;747;9;MMM;0.66;0.01997498;0.2658667;0.005140363;Aspat_747
StCrispin_2039;06/03/2022;22:00:15;1;0;0.2449;0.2449;0.2405;0.74;0.7884;0.7972;0.669;0.689;0.698;0;St Crispin;747;7;MMM;0.6853333;0.01484363;0.2434333;0.002540341;Aspat_747
StCrispin_2071;06/03/2022;22:09:53;1;0;0.2136;0.2278;0.2317;0.6794;0.7537;0.7889;0.686;0.698;0.706;0;St Crispin;747;13;MMM;0.6966667;0.01006645;0.2243667;0.00952593;Aspat_747
StCrispin_108;06/03/2022;21:45:14;1;0;0.2507;0.2508;0.2449;0.7556;0.7942;0.7747;0.6682107;0.6842105;0.6838776;2;St Crispin;747;8;+3C;0.6787663;0.009142924;0.2488;0.003377869;Aspat_747
StCrispin_756;06/03/2022;21:54:35;1;0;0.2092;0.2273;0.2356;0.6848;0.7747;0.827;0.695;0.707;0.715;0;St Crispin;747;14;+3C;0.7056667;0.01006645;0.2240333;0.01349975;Aspat_747
StCrispin_2351;06/03/2022;21:35:07;1;0;0.2155;0.218;0.219;0.7077;0.7204;0.7151;0.695;0.697;0.694;0;St Crispin;747;4;+6C;0.6953333;0.001527525;0.2175;0.001802776;Aspat_747
StCrispin_2367;06/03/2022;21:30:56;1;0;0.1422;0.1334;0.1413;0.6896;0.6789;0.7414;0.794;0.803;0.809;0;St Crispin;747;2;+6C;0.802;0.007549834;0.1389667;0.004841832;Aspat_747
StCrispin_3031B;06/03/2022;21:20:45;1;0;0.1789;0.1955;0.239;0.2937;0.3255;0.3798;0.390875;0.3993856;0.3707214;2;St Crispin;747;3;+9C;0.386994;0.0147209;0.2044667;0.03103713;Aspat_747
StCrispin_3039B;06/03/2022;21:25:02;1;0;0.2424;0.2537;0.2781;0.3881;0.4081;0.4301;0.3754187;0.3783386;0.3534062;2;St Crispin;747;6;+9C;0.3690545;0.01363026;0.2580667;0.01824619;Aspat_747
StCrispin_636;06/03/2022;21:12:10;1;0;0.2014;0.2058;0.2248;0.2996;0.3324;0.3592;0.328;0.381;0.374;0;St Crispin;747;1;+9C;0.361;0.02879236;0.2106667;0.01243597;Aspat_747
StCrispin_2004;06/03/2022;22:01:17;1;0;0.2835;0.2938;0.2893;0.76;0.8749;0.8754;0.6269737;0.6641902;0.6695225;2;St Crispin;748;7;MMM;0.6535621;0.02318011;0.2888667;0.005163655;Aspat_748
StCrispin_3040;06/03/2022;22:05:15;1;0;0.2536;0.2678;0.2566;0.8539;0.8646;0.8734;0.7030097;0.6902614;0.7062056;2;St Crispin;748;9;MMM;0.6998256;0.008435565;0.2593333;0.007484206;Aspat_748
StCrispin_393;06/03/2022;22:08:19;1;0;0.2258;0.2151;0.1891;0.8798;0.8837;0.9013;0.743;0.757;0.79;0;St Crispin;748;13;MMM;0.7633333;0.02413158;0.21;0.01887406;Aspat_748
StCrispin_17;06/03/2022;21:44:14;1;0;0.2488;0.2454;0.238;0.8817;0.8983;0.85;0.718;0.727;0.72;0;St Crispin;748;8;+3C;0.7216667;0.004725816;0.2440667;0.005522077;Aspat_748
StCrispin_521;06/03/2022;21:53:02;1;0;0.2199;0.2498;0.2537;0.8587;0.8705;0.8495;0.7439152;0.7130385;0.7013537;2;St Crispin;748;14;+3C;0.7194358;0.0219901;0.2411333;0.01849171;Aspat_748
StCrispin_585;06/03/2022;21:47:26;1;0;0.261;0.2361;0.219;0.8568;0.8372;0.7625;0.6953782;0.7179885;0.7127869;2;St Crispin;748;10;+3C;0.7087179;0.01184167;0.2387;0.02112037;Aspat_748
StCrispin_1025;06/03/2022;21:41:07;1;0;0.2468;0.2439;0.2458;0.8568;0.8807;0.8827;0.712;0.723;0.721;0;St Crispin;748;11;+6C;0.7186667;0.005859465;0.2455;0.001473092;Aspat_748
StCrispin_1101;06/03/2022;21:36:03;1;0;0.2781;0.2527;0.2576;0.8465;0.8847;0.8495;0.671;0.714;0.697;0;St Crispin;748;4;+6C;0.694;0.02165641;0.2628;0.01347479;Aspat_748
StCrispin_2544;06/03/2022;21:23:26;1;0;0.2048;0.2185;0.2273;0.3734;0.412;0.4384;0.452;0.47;0.482;0;St Crispin;748;6;+9C;0.468;0.01509967;0.2168667;0.01133858;Aspat_748
StCrispin_909;06/03/2022;21:13:48;1;0;0.1325;0.1354;0.1505;0.371;0.3886;0.4438;0.643;0.652;0.661;0;St Crispin;748;1;+9C;0.652;0.009;0.1394667;0.00966454;Aspat_748
StCrispin_2005;06/03/2022;22:01:17;1;0;0.264;0.2503;0.2493;0.8798;0.8451;0.8524;0.6999318;0.703822;0.7075317;2;St Crispin;749;7;MMM;0.7037618;0.003800294;0.2545333;0.008213607;Aspat_749
StCrispin_3041;06/03/2022;22:05:15;1;0;0.2107;0.2234;0.2498;0.7527;0.719;0.8788;0.7200744;0.6892907;0.7157487;2;St Crispin;749;9;MMM;0.7083713;0.01666522;0.2279667;0.01994601;Aspat_749
StCrispin_394;06/03/2022;22:08:19;1;0;0.2683;0.2429;0.2341;0.915;0.8416;0.8314;0.707;0.711;0.718;0;St Crispin;749;13;MMM;0.712;0.005567764;0.2484333;0.01775875;Aspat_749
StCrispin_18;06/03/2022;21:44:14;1;0;0.2649;0.238;0.2361;0.8925;0.8548;0.8617;0.703;0.722;0.726;0;St Crispin;749;8;+3C;0.717;0.01228821;0.2463333;0.01610724;Aspat_749
StCrispin_522;06/03/2022;21:53:02;1;0;0.2605;0.2375;0.2376;0.8587;0.7498;0.7986;0.6966344;0.6832489;0.7024793;2;St Crispin;749;14;+3C;0.6941209;0.009858563;0.2452;0.01325028;Aspat_749
StCrispin_586;06/03/2022;21:47:26;1;0;0.282;0.2615;0.2278;0.8866;0.8231;0.7776;0.681931;0.6822986;0.7070473;2;St Crispin;749;10;+3C;0.6904256;0.01439597;0.2571;0.02736659;Aspat_749
StCrispin_1026;06/03/2022;21:41:07;1;0;0.3275;0.2937;0.2649;0.8886;0.8602;0.8597;0.631;0.659;0.692;0;St Crispin;749;11;+6C;0.6606667;0.03053413;0.2953667;0.03133326;Aspat_749
StCrispin_1102;06/03/2022;21:36:03;1;0;0.2879;0.2571;0.2351;0.9042;0.8069;0.8612;0.682;0.681;0.727;0;St Crispin;749;4;+6C;0.6966667;0.0262742;0.2600333;0.02652194;Aspat_749
StCrispin_362;06/03/2022;21:27:56;1;0;0.1667;0.173;0.174;0.8768;0.87;0.8671;0.81;0.801;0.799;0;St Crispin;749;2;+6C;0.8033333;0.005859465;0.1712333;0.003957693;Aspat_749
StCrispin_2545;06/03/2022;21:23:26;1;0;0.2449;0.2683;0.24;0.4516;0.545;0.4853;0.458;0.508;0.506;0;St Crispin;749;6;+9C;0.4906667;0.02830783;0.2510667;0.01512426;Aspat_749
StCrispin_910;06/03/2022;21:13:48;1;0;0.1432;0.1652;0.1496;0.3891;0.4873;0.4306;0.632;0.661;0.653;0;St Crispin;749;1;+9C;0.6486667;0.01497776;0.1526667;0.01131607;Aspat_749
StCrispin_3042;06/03/2022;22:05:15;1;0;0.2678;0.2654;0.2615;0.9047;0.85;0.8607;0.7039903;0.6877647;0.6961775;2;St Crispin;750;9;MMM;0.6959775;0.008114633;0.2649;0.003179623;Aspat_750
StCrispin_395;06/03/2022;22:08:19;1;0;0.2087;0.2243;0.2239;0.6931;0.7498;0.7419;0.699;0.701;0.698;0;St Crispin;750;13;MMM;0.6993333;0.001527525;0.2189667;0.008893443;Aspat_750
StCrispin_19;06/03/2022;21:44:14;1;0;0.2116;0.2063;0.2028;0.6857;0.7014;0.7077;0.691;0.706;0.713;0;St Crispin;750;8;+3C;0.7033333;0.01123981;0.2069;0.004430576;Aspat_750
StCrispin_587;06/03/2022;21:47:26;1;0;0.2439;0.2752;0.2928;0.7717;0.8573;0.8675;0.6839445;0.6789922;0.6624784;2;St Crispin;750;10;+3C;0.6751384;0.01124001;0.2706333;0.02476779;Aspat_750
StCrispin_1027;06/03/2022;21:41:07;1;0;0.2478;0.2722;0.2664;0.7703;0.8431;0.8441;0.678;0.677;0.684;0;St Crispin;750;11;+6C;0.6796667;0.003785939;0.2621333;0.01274729;Aspat_750
StCrispin_1103;06/03/2022;21:36:03;1;0;0.195;0.2043;0.2092;0.61;0.6193;0.5665;0.68;0.67;0.631;0;St Crispin;750;4;+6C;0.6603333;0.0258908;0.2028333;0.00721272;Aspat_750
StCrispin_2546;06/03/2022;21:23:26;1;0;0.1662;0.1784;0.1916;0.305;0.326;0.3597;0.455;0.453;0.467;0;St Crispin;750;6;+9C;0.4583333;0.007571878;0.1787333;0.01270328;Aspat_750
StCrispin_911;06/03/2022;21:13:48;1;0;0.1022;0.1095;0.11;0.2747;0.2937;0.2854;0.628;0.627;0.615;0;St Crispin;750;1;+9C;0.6233333;0.007234178;0.1072333;0.004366158;Aspat_750
StCrispin_396;06/03/2022;22:08:19;1;0;0.1999;0.1931;0.1984;0.6525;0.6999;0.7287;0.694;0.724;0.728;0;St Crispin;751;13;MMM;0.7153333;0.01858315;0.1971333;0.003572581;Aspat_751
StCrispin_20;06/03/2022;21:44:14;1;0;0.1999;0.194;0.195;0.6823;0.7028;0.7268;0.707;0.724;0.732;0;St Crispin;751;8;+3C;0.721;0.01276715;0.1963;0.003157531;Aspat_751
StCrispin_588;06/03/2022;21:47:26;1;0;0.2342;0.2444;0.2508;0.6564;0.6999;0.7395;0.6432054;0.6508073;0.6608519;2;St Crispin;751;10;+3C;0.6516215;0.008851416;0.2431333;0.008372176;Aspat_751
StCrispin_1028;06/03/2022;21:41:07;1;0;0.1896;0.2053;0.2195;0.6422;0.7214;0.7546;0.705;0.715;0.709;0;St Crispin;751;11;+6C;0.7096667;0.005033223;0.2048;0.01495627;Aspat_751
StCrispin_1104;06/03/2022;21:36:03;1;0;0.2151;0.1784;0.2175;0.7116;0.6026;0.7727;0.698;0.704;0.719;0;St Crispin;751;4;+6C;0.707;0.01081665;0.2036667;0.02191445;Aspat_751
StCrispin_2547;06/03/2022;21:23:26;1;0;0.0415;0.0503;0.0582;0.0679;0.0806;0.0924;0.388;0.376;0.37;0;St Crispin;751;6;+9C;0.378;0.009165151;0.05;0.008354041;Aspat_751
StCrispin_912;06/03/2022;21:13:48;1;0;0.0875;0.0987;0.1134;0.2121;0.2546;0.2923;0.588;0.612;0.612;0;St Crispin;751;1;+9C;0.604;0.01385641;0.09986667;0.01298935;Aspat_751
StCrispin_625;06/03/2022;22:05:55;1;0;0.2434;0.2424;0.2326;0.7942;0.805;0.8245;0.694;0.699;0.718;0;St Crispin;752;9;MMM;0.7036667;0.01266228;0.2394667;0.005967691;Aspat_752
StCrispin_669;06/03/2022;21:59:53;1;0;0.2556;0.2307;0.2498;0.824;0.7928;0.87;0.69;0.709;0.713;1;St Crispin;752;7;MMM;0.704;0.01228821;0.2453667;0.01302856;Aspat_752
StCrispin_2760;06/03/2022;21:50:14;1;0;0.2233;0.2292;0.2234;0.7854;0.8485;0.7972;0.7156863;0.7298763;0.7197692;2;St Crispin;752;10;+3C;0.7217772;0.007305002;0.2253;0.003377869;Aspat_752
StCrispin_833;06/03/2022;21:43:50;1;0;0.2498;0.2243;0.238;0.8783;0.8587;0.9203;0.716;0.739;0.741;0;St Crispin;752;8;+3C;0.732;0.01389244;0.2373667;0.01276179;Aspat_752
StCrispin_165;06/03/2022;21:32:15;1;0;0.2204;0.2229;0.2131;0.7781;0.804;0.7713;0.717;0.723;0.724;0;St Crispin;752;4;+6C;0.7213333;0.003785939;0.2188;0.005092151;Aspat_752
StCrispin_901;06/03/2022;21:38:34;1;0;0.2713;0.2488;0.2503;0.7977;0.6896;0.7273;0.6598972;0.6392111;0.6558504;2;St Crispin;752;11;+6C;0.6516529;0.01096324;0.2568;0.01257975;Aspat_752
StCrispin_25;06/03/2022;21:18:40;1;0;0.1501;0.1535;0.1594;0.1994;0.1931;0.2082;0.2472417;0.2050751;0.23439;2;St Crispin;752;3;+9C;0.2289023;0.02161233;0.1543333;0.00470567;Aspat_752
StCrispin_337;06/03/2022;21:13:27;1;0;0.2151;0.2097;0.2136;0.2869;0.2879;0.2967;0.2502614;0.2716221;0.2800809;2;St Crispin;752;1;+9C;0.2673215;0.01536788;0.2128;0.002787472;Aspat_752
StCrispin_626;06/03/2022;22:05:55;1;0;0.2727;0.2776;0.2615;0.8368;0.8416;0.8651;0.674;0.67;0.698;0;St Crispin;753;9;MMM;0.6806667;0.01514376;0.2706;0.008252878;Aspat_753
StCrispin_670;06/03/2022;21:59:53;1;0;0.2713;0.3021;0.3065;0.7703;0.8387;0.8284;0.648;0.64;0.63;1;St Crispin;753;7;MMM;0.6393333;0.0090185;0.2933;0.01917916;Aspat_753
StCrispin_2761;06/03/2022;21:50:14;1;0;0.2297;0.2292;0.2233;0.803;0.8304;0.8123;0.7139477;0.7239884;0.7251016;2;St Crispin;753;10;+3C;0.7210126;0.006143619;0.2274;0.003559494;Aspat_753
StCrispin_678;06/03/2022;21:56:27;1;0;0.1735;0.1887;0.1887;0.7493;0.7752;0.7683;0.768;0.757;0.754;0;St Crispin;753;14;+3C;0.7596667;0.007371115;0.1836333;0.008775724;Aspat_753
StCrispin_834;06/03/2022;21:43:50;1;0;0.2444;0.2375;0.2429;0.8978;0.8607;0.9018;0.728;0.724;0.731;0;St Crispin;753;8;+3C;0.7276667;0.003511885;0.2416;0.003629049;Aspat_753
StCrispin_166;06/03/2022;21:32:15;1;0;0.3104;0.2918;0.2698;0.8421;0.8925;0.8651;0.631;0.673;0.688;0;St Crispin;753;4;+6C;0.664;0.02954657;0.2906667;0.02032371;Aspat_753
StCrispin_244;06/03/2022;21:31:32;1;0;0.2116;0.2038;0.1935;0.8949;0.9384;0.9145;0.764;0.783;0.788;0;St Crispin;753;2;+6C;0.7783333;0.01266228;0.2029667;0.00907873;Aspat_753
StCrispin_902;06/03/2022;21:38:34;1;0;0.3006;0.3152;0.3011;0.7884;0.8822;0.8407;0.6187215;0.6427114;0.6418461;2;St Crispin;753;11;+6C;0.6344263;0.01360768;0.3056333;0.008288747;Aspat_753
StCrispin_130;06/03/2022;21:22:02;1;0;0.2239;0.2693;0.2552;0.3675;0.4731;0.4858;0.3907483;0.4307757;0.4746809;2;St Crispin;753;6;+9C;0.4320683;0.04198125;0.2494667;0.02323668;Aspat_753
StCrispin_26;06/03/2022;21:18:40;1;0;0.1676;0.174;0.1989;0.2278;0.2449;0.2859;0.2642669;0.2895059;0.3043022;2;St Crispin;753;3;+9C;0.286025;0.02024337;0.1801667;0.01653612;Aspat_753
StCrispin_338;06/03/2022;21:13:27;1;0;0.2727;0.3011;0.2903;0.3079;0.3587;0.3353;0.1143228;0.1605799;0.1342082;2;St Crispin;753;1;+9C;0.1363703;0.02320419;0.2880333;0.01433504;Aspat_753
StCrispin_627;06/03/2022;22:05:55;1;0;0.2341;0.2385;0.2522;0.7727;0.8162;0.8324;0.697;0.708;0.697;0;St Crispin;754;9;MMM;0.7006667;0.006350853;0.2416;0.009439809;Aspat_754
StCrispin_671;06/03/2022;21:59:53;1;0;0.2058;0.216;0.2087;0.6911;0.7092;0.7185;0.702;0.695;0.71;1;St Crispin;754;7;MMM;0.7023333;0.007505553;0.2101667;0.00525579;Aspat_754
StCrispin_2762;06/03/2022;21:50:14;1;0;0.2136;0.2219;0.2434;0.6926;0.6725;0.6989;0.6915969;0.6700372;0.6517384;2;St Crispin;754;10;+3C;0.6711242;0.01995144;0.2263;0.01537953;Aspat_754
StCrispin_679;06/03/2022;21:56:27;1;0;0.1471;0.1535;0.1588;0.7527;0.805;0.8177;0.805;0.809;0.806;0;St Crispin;754;14;+3C;0.8066667;0.002081666;0.1531333;0.005858612;Aspat_754
StCrispin_835;06/03/2022;21:43:50;1;0;0.1887;0.2058;0.2038;0.6945;0.7835;0.7864;0.728;0.737;0.741;0;St Crispin;754;8;+3C;0.7353333;0.006658328;0.1994333;0.009348975;Aspat_754
StCrispin_167;06/03/2022;21:32:15;1;0;0.1872;0.1789;0.1882;0.6867;0.6804;0.6725;0.727;0.737;0.72;0;St Crispin;754;4;+6C;0.728;0.008544004;0.1847667;0.005105226;Aspat_754
StCrispin_628;06/03/2022;22:05:55;1;0;0.1779;0.1833;0.1848;0.6271;0.6696;0.6422;0.716;0.726;0.712;0;St Crispin;755;9;MMM;0.718;0.007211103;0.182;0.003629049;Aspat_755
StCrispin_672;06/03/2022;21:59:53;1;0;0.1965;0.2087;0.2209;0.6979;0.74;0.8021;0.718;0.718;0.725;1;St Crispin;755;7;MMM;0.7203333;0.004041452;0.2087;0.0122;Aspat_755
StCrispin_2763;06/03/2022;21:50:14;1;0;0.2018;0.196;0.1804;0.6813;0.6129;0.6222;0.7038016;0.6802088;0.7100611;2;St Crispin;755;10;+3C;0.6980238;0.01574248;0.1927333;0.01106767;Aspat_755
StCrispin_680;06/03/2022;21:56:27;1;0;0.1496;0.1584;0.1584;0.7258;0.8011;0.8182;0.794;0.802;0.806;0;St Crispin;755;14;+3C;0.8006667;0.006110101;0.1554667;0.005080682;Aspat_755
StCrispin_836;06/03/2022;21:43:50;1;0;0.1823;0.1735;0.176;0.6691;0.6403;0.6329;0.728;0.729;0.722;0;St Crispin;755;8;+3C;0.7263333;0.003785939;0.1772667;0.004534681;Aspat_755
StCrispin_168;06/03/2022;21:32:15;1;0;0.2028;0.241;0.2537;0.6569;0.8157;0.8602;0.691;0.705;0.705;0;St Crispin;755;4;+6C;0.7003333;0.008082904;0.2325;0.02649321;Aspat_755
StCrispin_28;06/03/2022;21:18:40;1;0;0.2405;0.2273;0.2512;0.3289;0.3011;0.3495;0.2687747;0.2451013;0.2812589;2;St Crispin;755;3;+9C;0.265045;0.0183651;0.2396667;0.01197177;Aspat_755
StCrispin_1033;06/03/2022;22:10:11;1;0;0.2336;0.2209;0.216;0.7805;0.6989;0.7444;0.701;0.684;0.71;1;St Crispin;756;13;MMM;0.6983333;0.01320353;0.2235;0.009083502;Aspat_756
StCrispin_1081;06/03/2022;21:57:03;1;0;0.1955;0.1872;0.1696;0.7781;0.7796;0.6227;0.749;0.76;0.728;1;St Crispin;756;7;MMM;0.7456667;0.01625833;0.1841;0.01322535;Aspat_756
