"","ED50","Std.error","Lower","Upper","Site.name","Term","Genotype","Model"
"e:942:50",37.773443566948,0.560715153626691,36.6695862809231,38.8773008529729,"Kelso","ED50","942","W2.3"
"e:953:50",37.1699310294379,0.445072018487668,36.2937357148727,38.0461263440031,"Kelso","ED50","953","W2.3"
"e:961:50",39.9590668541996,2.6623660395462,34.7177743158943,45.2003593925049,"Kelso","ED50","961","W2.3"
"e:958:50",37.4482393591303,0.210879852717239,37.033088706625,37.8633900116357,"Kelso","ED50","958","W2.3"
"e:967:50",39.264587846289,1.51743044004135,36.2772837999447,42.2518918926333,"Kelso","ED50","967","W2.3"
"e:960:50",38.9991270920831,1.26812207417293,36.5026263606677,41.4956278234986,"Kelso","ED50","960","W2.3"
"e:950:50",37.4072782451359,0.560263695566668,36.3043097263677,38.5102467639041,"Kelso","ED50","950","W2.3"
"e:968:50",38.6080802096202,0.782971734529135,37.0666753656075,40.1494850536329,"Kelso","ED50","968","W2.3"
"e:962:50",40.1180075790124,2.39159146001468,35.4097780238509,44.8262371341739,"Kelso","ED50","962","W2.3"
"e:949:50",39.1592098214536,NA,NA,NA,"Kelso","ED50","949","W2.3"
"e:1617:50",36.9915136408789,0.462641811349896,36.0824212433326,37.9006060384252,"Lady Musgrave","ED50","1617","W2.3"
"e:1637:50",37.2099121351986,0.622664733484099,35.9863742673631,38.4334500030341,"Lady Musgrave","ED50","1637","W2.3"
"e:1600:50",36.5302072457376,0.329150276047389,35.8834260723459,37.1769884191293,"Lady Musgrave","ED50","1600","W2.3"
"e:1630:50",36.5859947342079,0.328928132642446,35.9396500732014,37.2323393952143,"Lady Musgrave","ED50","1630","W2.3"
"e:1649:50",35.9343647676681,0.279588126047676,35.3849733516771,36.4837561836591,"Lady Musgrave","ED50","1649","W2.3"
"e:1601:50",38.9384175638115,1.95672967926763,35.0934385069357,42.7833966206873,"Lady Musgrave","ED50","1601","W2.3"
"e:1599:50",36.0078569779929,0.189027031943184,35.6364183543007,36.3792956016852,"Lady Musgrave","ED50","1599","W2.3"
"e:1647:50",35.9470560113262,0.221115356155981,35.5125637446726,36.3815482779798,"Lady Musgrave","ED50","1647","W2.3"
"e:1646:50",36.3819712617126,0.347839969195102,35.6984647912634,37.0654777321619,"Lady Musgrave","ED50","1646","W2.3"
"e:1612:50",38.2939111219044,1.0071435496603,36.3148713512393,40.2729508925695,"Lady Musgrave","ED50","1612","W2.3"
"e:1634:50",37.6035523398146,0.676896851934595,36.2734482140736,38.9336564655556,"Lady Musgrave","ED50","1634","W2.3"
"e:1609:50",38.2912283909424,1.10088178172438,36.1279927433844,40.4544640385003,"Lady Musgrave","ED50","1609","W2.3"
"e:1603:50",37.3032121260065,0.685418139308274,35.9563636477694,38.6500606042437,"Lady Musgrave","ED50","1603","W2.3"
"e:1641:50",36.2071347146817,1.08950098978894,34.0662623537372,38.3480070756262,"Lady Musgrave","ED50","1641","W2.3"
"e:1607:50",38.0644946218818,0.872738339865015,36.349561448195,39.7794277955685,"Lady Musgrave","ED50","1607","W2.3"
"e:1651:50",36.8976692980915,0.428475991646194,36.0557128277065,37.7396257684764,"Lady Musgrave","ED50","1651","W2.3"
"e:1650:50",36.0673331784799,0.0876917796767563,35.8950185967113,36.2396477602486,"Lady Musgrave","ED50","1650","W2.3"
"e:1596:50",37.1964932574057,0.474847450354113,36.2634167465482,38.1295697682632,"Lady Musgrave","ED50","1596","W2.3"
"e:1604:50",37.2617986593738,0.516966636406302,36.2459578351933,38.2776394835544,"Lady Musgrave","ED50","1604","W2.3"
"e:1598:50",36.0831039353553,0.243860324506487,35.6039177450169,36.5622901256937,"Lady Musgrave","ED50","1598","W2.3"
"e:1597:50",36.6187337422783,0.368136925772108,35.8953436978312,37.3421237867254,"Lady Musgrave","ED50","1597","W2.3"
"e:1638:50",38.6627864914446,1.10827918841961,36.4850149199317,40.8405580629575,"Lady Musgrave","ED50","1638","W2.3"
"e:1653:50",36.3211537424802,0.131832801378905,36.0621019349251,36.5802055500354,"Lady Musgrave","ED50","1653","W2.3"
"e:1608:50",39.1715924804111,1.48165226807853,36.2601418080491,42.0830431527731,"Lady Musgrave","ED50","1608","W2.3"
"e:1631:50",36.3201642494875,0.113283710333081,36.0975614554833,36.5427670434917,"Lady Musgrave","ED50","1631","W2.3"
"e:1615:50",36.7215424573659,0.348069000114632,36.0375859405468,37.405498974185,"Lady Musgrave","ED50","1615","W2.3"
"e:1614:50",36.3247333538958,0.196613986926551,35.9383863433551,36.7110803644366,"Lady Musgrave","ED50","1614","W2.3"
"e:1635:50",38.0698157622888,0.959058124145373,36.1852639814594,39.9543675431182,"Lady Musgrave","ED50","1635","W2.3"
"e:1616:50",36.3738602739521,0.321134574394338,35.7428299757623,37.0048905721418,"Lady Musgrave","ED50","1616","W2.3"
"e:1643:50",36.2824570157706,0.272905003584321,35.7461979533072,36.818716078234,"Lady Musgrave","ED50","1643","W2.3"
"e:1611:50",38.6485793456902,1.23225537450034,36.2271942367109,41.0699644546695,"Lady Musgrave","ED50","1611","W2.3"
"e:1633:50",39.2386107448055,1.71570977175087,35.8672364512811,42.60998503833,"Lady Musgrave","ED50","1633","W2.3"
"e:1613:50",35.895467713957,0.201150667116256,35.5002061147012,36.2907293132128,"Lady Musgrave","ED50","1613","W2.3"
"e:1654:50",36.0673707048785,0.0758846882560996,35.9182570893527,36.2164843204043,"Lady Musgrave","ED50","1654","W2.3"
"e:1625:50",36.8813213196369,0.486568575342065,35.9252127668069,37.8374298724669,"Lady Musgrave","ED50","1625","W2.3"
"e:1620:50",36.4723484141833,0.281361270209449,35.9194727651687,37.0252240631979,"Lady Musgrave","ED50","1620","W2.3"
"e:1645:50",36.0723291132277,0.216693108802645,35.6465265744594,36.498131651996,"Lady Musgrave","ED50","1645","W2.3"
"e:1652:50",36.4845321832838,0.304959832779084,35.8852852956591,37.0837790709084,"Lady Musgrave","ED50","1652","W2.3"
"e:1648:50",36.5062907648046,0.275564262559537,35.9648062513375,37.0477752782717,"Lady Musgrave","ED50","1648","W2.3"
"e:1606:50",37.7900653474774,NA,NA,NA,"Lady Musgrave","ED50","1606","W2.3"
"e:1624:50",36.7568265656358,0.327315129148295,36.1136514608126,37.4000016704591,"Lady Musgrave","ED50","1624","W2.3"
"e:1623:50",37.447712482712,0.684123867069867,36.1034072528874,38.7920177125366,"Lady Musgrave","ED50","1623","W2.3"
"e:1621:50",36.6739190931204,0.346944163321169,35.992172883611,37.3556653026298,"Lady Musgrave","ED50","1621","W2.3"
"e:1628:50",36.6725435990892,0.838554847324967,35.0247810797345,38.3203061184439,"Lady Musgrave","ED50","1628","W2.3"
"e:1622:50",36.2591883193955,0.358583259225442,35.5545712552827,36.9638053835084,"Lady Musgrave","ED50","1622","W2.3"
"e:1632:50",36.1701405561,0.0873788257220047,35.9984409296901,36.34184018251,"Lady Musgrave","ED50","1632","W2.3"
"e:1655:50",36.3006239669785,0.421786728055688,35.4718119174524,37.1294360165046,"Lady Musgrave","ED50","1655","W2.3"
"e:1602:50",38.9084590929067,1.53391925842162,35.8943036446298,41.9226145411835,"Lady Musgrave","ED50","1602","W2.3"
"e:1644:50",36.8203095645267,0.390962372484809,36.0520674561977,37.5885516728558,"Lady Musgrave","ED50","1644","W2.3"
"e:1626:50",37.6759872220274,0.790336905802028,36.1229730868188,39.229001357236,"Lady Musgrave","ED50","1626","W2.3"
"e:1642:50",35.7331466950686,0.2019439582362,35.3363262766389,36.1299671134983,"Lady Musgrave","ED50","1642","W2.3"
"e:1629:50",35.9666595390047,0.218712710053356,35.5368884783734,36.3964305996361,"Lady Musgrave","ED50","1629","W2.3"
"e:1605:50",37.4154697382602,8.22593955663974,21.251476493039,53.5794629834813,"Lady Musgrave","ED50","1605","W2.3"
"e:1636:50",39.1366655419516,1.58331433580144,36.0254486344193,42.2478824494839,"Lady Musgrave","ED50","1636","W2.3"
"e:1627:50",35.8480948590988,0.164908676437238,35.5240488685277,36.17214084967,"Lady Musgrave","ED50","1627","W2.3"
"e:1610:50",36.7994319873707,0.362979307889206,36.0861766758676,37.5126872988737,"Lady Musgrave","ED50","1610","W2.3"
"e:688:50",37.1604795015491,0.222532080652917,36.723183985577,37.5977750175213,"Mackay","ED50","688","W2.3"
"e:660:50",37.8190911542652,0.351485009316023,37.1283915569112,38.5097907516192,"Mackay","ED50","660","W2.3"
"e:677:50",37.592845975599,0.15063049241619,37.296843535371,37.888848415827,"Mackay","ED50","677","W2.3"
"e:676:50",37.0036723078405,0.374661869744256,36.2674280990766,37.7399165166045,"Mackay","ED50","676","W2.3"
"e:668:50",38.1301850690343,0.293960718145437,37.5525258679888,38.7078442700797,"Mackay","ED50","668","W2.3"
"e:667:50",37.3509002612016,0.275146969963734,36.8102117643096,37.8915887580935,"Mackay","ED50","667","W2.3"
"e:691:50",37.345534682842,0.243664169436024,36.866712715309,37.824356650375,"Mackay","ED50","691","W2.3"
"e:689:50",37.7206409557806,0.191821531961827,37.3436944249806,38.0975874865806,"Mackay","ED50","689","W2.3"
"e:698:50",37.5190676185604,0.242265541016753,37.042994081431,37.9951411556898,"Mackay","ED50","698","W2.3"
"e:686:50",36.5398511376977,0.303356837719497,35.9437277181664,37.1359745572289,"Mackay","ED50","686","W2.3"
"e:706:50",37.2679226560587,0.328529710003344,36.6223322826322,37.9135130294852,"Mackay","ED50","706","W2.3"
"e:705:50",36.9741662882001,0.321553407291924,36.3422849758888,37.6060476005114,"Mackay","ED50","705","W2.3"
"e:662:50",37.821303748262,0.335199417473287,37.1626068008939,38.4800006956301,"Mackay","ED50","662","W2.3"
"e:704:50",37.804977525071,0.26651284062483,37.2812558674462,38.3286991826958,"Mackay","ED50","704","W2.3"
"e:684:50",36.8689983329312,0.283001112471669,36.3128757409171,37.4251209249453,"Mackay","ED50","684","W2.3"
"e:659:50",37.6932692024035,0.158412308011844,37.3819747959291,38.004563608878,"Mackay","ED50","659","W2.3"
"e:657:50",37.4912613792845,0.185018408203365,37.1276835974103,37.8548391611587,"Mackay","ED50","657","W2.3"
"e:695:50",37.4564355295213,0.395831099606093,36.6785918836424,38.2342791754001,"Mackay","ED50","695","W2.3"
"e:681:50",37.4610164648613,0.307628237888424,36.8564993605395,38.0655335691832,"Mackay","ED50","681","W2.3"
"e:666:50",37.7991987380561,0.331537169268103,37.1476984371841,38.450699038928,"Mackay","ED50","666","W2.3"
"e:680:50",37.074271453996,0.181358204665457,36.7178863006632,37.4306566073288,"Mackay","ED50","680","W2.3"
"e:665:50",37.7800875420997,0.260155075773442,37.2688594631668,38.2913156210325,"Mackay","ED50","665","W2.3"
"e:707:50",37.0421049102625,0.352459971075065,36.3494894255262,37.7347203949988,"Mackay","ED50","707","W2.3"
"e:692:50",36.5901293313201,0.30376471065335,35.9932044048576,37.1870542577826,"Mackay","ED50","692","W2.3"
"e:663:50",36.7172613396514,0.36804596734848,35.994017973028,37.4405047062748,"Mackay","ED50","663","W2.3"
"e:685:50",37.304066057691,0.248999397184672,36.8147598886696,37.7933722267123,"Mackay","ED50","685","W2.3"
"e:696:50",38.1046720122386,0.392392838914072,37.3335848572844,38.8757591671928,"Mackay","ED50","696","W2.3"
"e:700:50",36.987688397463,0.271757161409647,36.4536611786949,37.5217156162311,"Mackay","ED50","700","W2.3"
"e:670:50",36.926569273868,0.373392845593997,36.1928188114841,37.6603197362519,"Mackay","ED50","670","W2.3"
"e:669:50",37.8051401463155,0.436874440351614,36.9466426512664,38.6636376413647,"Mackay","ED50","669","W2.3"
"e:682:50",37.4176061863477,0.381742264811971,36.6674483656437,38.1677640070518,"Mackay","ED50","682","W2.3"
"e:656:50",37.628347720737,0.155576001458769,37.3226269112645,37.9340685302094,"Mackay","ED50","656","W2.3"
"e:699:50",37.3209183673841,0.285674608825861,36.7595421150248,37.8822946197433,"Mackay","ED50","699","W2.3"
"e:708:50",37.2331782479291,0.400156610307829,36.4468345852051,38.0195219106532,"Mackay","ED50","708","W2.3"
"e:673:50",37.7951484977165,0.196855390317019,37.4083099833414,38.1819870120917,"Mackay","ED50","673","W2.3"
"e:693:50",37.7564359510876,0.208284326350284,37.3471385513912,38.1657333507839,"Mackay","ED50","693","W2.3"
"e:678:50",36.9008608481013,0.185189859018958,36.5369461499827,37.2647755462199,"Mackay","ED50","678","W2.3"
"e:664:50",37.5544630958409,0.277847126778574,37.0084685484052,38.1004576432766,"Mackay","ED50","664","W2.3"
"e:697:50",37.65500905786,0.209050622160139,37.2442058181042,38.0658122976158,"Mackay","ED50","697","W2.3"
"e:701:50",37.2547195817648,0.212135519718602,36.8378542413645,37.6715849221651,"Mackay","ED50","701","W2.3"
"e:661:50",37.8625246482789,0.305371124907672,37.2624429735933,38.4626063229646,"Mackay","ED50","661","W2.3"
"e:690:50",36.8592445172387,0.331060759885093,36.2086804035733,37.5098086309041,"Mackay","ED50","690","W2.3"
"e:683:50",38.6541430670566,0.629557360802832,37.417006335496,39.8912797986172,"Mackay","ED50","683","W2.3"
"e:711:50",38.2365588146715,0.250602142931743,37.7441031063731,38.72901452297,"Mackay","ED50","711","W2.3"
"e:675:50",37.9392138671666,0.303285025168622,37.3432315657447,38.5351961685885,"Mackay","ED50","675","W2.3"
"e:709:50",37.0711024340787,0.381416439886327,36.321584888604,37.8206199795534,"Mackay","ED50","709","W2.3"
"e:674:50",37.2584891387108,0.300981709133619,36.6670330600744,37.8499452173471,"Mackay","ED50","674","W2.3"
"e:694:50",37.6075481203742,0.345503366872274,36.9286029874153,38.2864932533331,"Mackay","ED50","694","W2.3"
"e:687:50",37.0044810271432,0.248882288164479,36.5154049878598,37.4935570664265,"Mackay","ED50","687","W2.3"
"e:654:50",38.2253294435824,0.207908582443514,37.8167704143947,38.6338884727701,"Mackay","ED50","654","W2.3"
"e:652:50",38.162336656996,0.235164174339882,37.7002179429014,38.6244553710906,"Mackay","ED50","652","W2.3"
"e:655:50",37.9783094182138,0.311721150758617,37.3657493726668,38.5908694637608,"Mackay","ED50","655","W2.3"
"e:672:50",36.9892605452755,0.369977581350402,36.2622213837305,37.7162997068204,"Mackay","ED50","672","W2.3"
"e:653:50",37.9242622311599,0.210525736724063,37.5105602588598,38.3379642034601,"Mackay","ED50","653","W2.3"
"e:671:50",37.1643212595622,0.412198540434037,36.3543141230937,37.9743283960308,"Mackay","ED50","671","W2.3"
"e:573:50",37.160205773664,0.3023848381858,36.565877291883,37.7545342554451,"Martin","ED50","573","W2.3"
"e:589:50",37.9594932025401,0.528191898599429,36.9213476028234,38.9976388022568,"Martin","ED50","589","W2.3"
"e:560:50",36.6198718718039,0.448908262540887,35.7375559205955,37.5021878230122,"Martin","ED50","560","W2.3"
"e:539:50",37.4827586615821,0.48691082555926,36.5257497935,38.4397675296642,"Martin","ED50","539","W2.3"
"e:581:50",38.3532527183002,0.686230931365453,37.0044860604329,39.7020193761675,"Martin","ED50","581","W2.3"
"e:550:50",38.7426828153959,0.934538923043356,36.9058741227711,40.5794915080208,"Martin","ED50","550","W2.3"
"e:553:50",36.9458856042226,0.314711802833577,36.3273288369626,37.5644423714826,"Martin","ED50","553","W2.3"
"e:562:50",37.3367662027871,0.412849598892858,36.5253224915679,38.1482099140063,"Martin","ED50","562","W2.3"
"e:579:50",37.42915897584,0.458837400840049,36.5273275961263,38.3309903555537,"Martin","ED50","579","W2.3"
"e:549:50",37.5240719341303,0.501285037865347,36.5388109756725,38.5093328925881,"Martin","ED50","549","W2.3"
"e:590:50",37.356295741534,0.615504300499241,36.1465401908253,38.5660512922426,"Martin","ED50","590","W2.3"
"e:594:50",37.235596783771,0.406930535102706,36.4357868178714,38.0354067496705,"Martin","ED50","594","W2.3"
"e:551:50",37.4273441220161,0.364688128837194,36.7105603598547,38.1441278841775,"Martin","ED50","551","W2.3"
"e:558:50",37.8994789904859,0.500029798884587,36.9166851672264,38.8822728137455,"Martin","ED50","558","W2.3"
"e:583:50",37.5231602930566,0.457701941457503,36.6235606252733,38.42275996084,"Martin","ED50","583","W2.3"
"e:584:50",36.9992900319255,0.285777406269324,36.4376029678043,37.5609770960468,"Martin","ED50","584","W2.3"
"e:556:50",36.6760621531522,0.316877408604165,36.0532489516163,37.2988753546881,"Martin","ED50","556","W2.3"
"e:592:50",37.5974797029266,0.627766089015576,36.3636239685032,38.83133543735,"Martin","ED50","592","W2.3"
"e:567:50",36.8741679762715,0.444853079484394,35.9998223677687,37.7485135847743,"Martin","ED50","567","W2.3"
"e:582:50",37.6627693704362,0.48360888532368,36.7122503685091,38.6132883723632,"Martin","ED50","582","W2.3"
"e:559:50",37.2778647254903,0.425254117154931,36.4420402994504,38.1136891515302,"Martin","ED50","559","W2.3"
"e:572:50",36.2212401373685,0.72206748333808,34.8020377934598,37.6404424812773,"Martin","ED50","572","W2.3"
"e:595:50",37.1247634681787,0.406317393749127,36.3261586135273,37.92336832283,"Martin","ED50","595","W2.3"
"e:596:50",36.511587489999,0.309125613123989,35.9040102138701,37.1191647661279,"Martin","ED50","596","W2.3"
"e:585:50",37.0769108259366,0.275766993104916,36.5348989336715,37.6189227182017,"Martin","ED50","585","W2.3"
"e:578:50",37.7221536733063,0.489038264304309,36.7609633871114,38.6833439595012,"Martin","ED50","578","W2.3"
"e:547:50",38.5525043317025,0.823949134349145,36.9330566073374,40.1719520560677,"Martin","ED50","547","W2.3"
"e:593:50",37.665933810489,0.745378879037996,36.2009136058117,39.1309540151664,"Martin","ED50","593","W2.3"
"e:597:50",37.1755069877733,0.48550239723041,36.2212663440354,38.1297476315112,"Martin","ED50","597","W2.3"
"e:569:50",37.4470145175851,0.432080980333856,36.597772093299,38.2962569418712,"Martin","ED50","569","W2.3"
"e:544:50",37.1481494347591,0.302023559437375,36.5545310357036,37.7417678338146,"Martin","ED50","544","W2.3"
"e:543:50",38.3550819953213,0.632534431857399,37.1118542236662,39.5983097669764,"Martin","ED50","543","W2.3"
"e:591:50",37.6901892674933,0.480159472250293,36.7464499852349,38.6339285497517,"Martin","ED50","591","W2.3"
"e:552:50",37.1093468074378,0.334326839894158,36.452237263305,37.7664563515706,"Martin","ED50","552","W2.3"
"e:554:50",38.0755093424055,0.612324626797233,36.8720033465859,39.279015338225,"Martin","ED50","554","W2.3"
"e:540:50",37.2390888937697,0.431010326475968,36.3919508080665,38.086226979473,"Martin","ED50","540","W2.3"
"e:587:50",37.7605182602587,0.509489790721254,36.7591311020301,38.7619054184873,"Martin","ED50","587","W2.3"
"e:570:50",36.9629165629677,0.31550167257744,36.3428073300203,37.5830257959151,"Martin","ED50","570","W2.3"
"e:588:50",38.101377611668,0.615793696961881,36.8910532607467,39.3117019625893,"Martin","ED50","588","W2.3"
"e:586:50",37.66847064749,0.410847747865289,36.8609615154287,38.4759797795514,"Martin","ED50","586","W2.3"
"e:571:50",36.6693499065371,0.371425853126972,35.9393233459874,37.3993764670869,"Martin","ED50","571","W2.3"
"e:546:50",37.5855145758522,0.521791737415951,36.5599483041936,38.6110808475108,"Martin","ED50","546","W2.3"
"e:548:50",37.6963153136738,0.559412260622929,36.596807013124,38.7958236142237,"Martin","ED50","548","W2.3"
"e:557:50",37.2770300800903,0.29344552955785,36.7002715457871,37.8537886143935,"Martin","ED50","557","W2.3"
"e:580:50",37.5591754523087,0.489643002145613,36.5967965717212,38.5215543328963,"Martin","ED50","580","W2.3"
"e:563:50",38.0182335796211,0.486086452666133,37.0628449921488,38.9736221670935,"Martin","ED50","563","W2.3"
"e:555:50",36.9148712923237,0.309165489619771,36.3072156401183,37.522526944529,"Martin","ED50","555","W2.3"
"e:565:50",37.1165610808489,0.382914354261196,36.3639542101288,37.869167951569,"Martin","ED50","565","W2.3"
"e:566:50",38.0358003922373,0.655042810939435,36.7483330652942,39.3232677191804,"Martin","ED50","566","W2.3"
"e:598:50",36.8825601721407,0.380116870397235,36.1354516734542,37.6296686708271,"Martin","ED50","598","W2.3"
"e:564:50",37.7314358514607,0.518323027312142,36.7126872272149,38.7501844757065,"Martin","ED50","564","W2.3"
"e:575:50",36.9001147853592,0.384711981209251,36.1439747318868,37.6562548388317,"Martin","ED50","575","W2.3"
"e:574:50",37.5096669834558,0.45094579090452,36.6233463303378,38.3959876365738,"Martin","ED50","574","W2.3"
"e:881:50",37.3700606816159,0.571482561695361,36.2449132563326,38.4952081068993,"Moore","ED50","881","W2.3"
"e:872:50",37.2723973251632,0.399148737792393,36.4865445192615,38.058250131065,"Moore","ED50","872","W2.3"
"e:856:50",37.5834685153905,0.471304172298888,36.6555545044813,38.5113825262996,"Moore","ED50","856","W2.3"
"e:868:50",36.9836047206037,0.416268672649325,36.1640458107604,37.803163630447,"Moore","ED50","868","W2.3"
"e:864:50",39.5834587738976,1.36490571234406,36.8962024148539,42.2707151329413,"Moore","ED50","864","W2.3"
"e:854:50",38.8104672561041,0.947190609254621,36.9456175709382,40.67531694127,"Moore","ED50","854","W2.3"
"e:877:50",37.4081365952279,0.50085182006564,36.4220485261125,38.3942246643434,"Moore","ED50","877","W2.3"
"e:852:50",38.0502050391735,0.588406906716044,36.8917365915161,39.2086734868309,"Moore","ED50","852","W2.3"
"e:855:50",37.8042726819558,0.47741921298699,36.8643192445673,38.7442261193442,"Moore","ED50","855","W2.3"
"e:882:50",36.9435610854843,0.532931207935857,35.8943144126142,37.9928077583545,"Moore","ED50","882","W2.3"
"e:859:50",37.3626712761687,0.503750443149841,36.3708763342304,38.354466218107,"Moore","ED50","859","W2.3"
"e:853:50",37.9342053639756,0.591065918963319,36.7705017945764,39.0979089333748,"Moore","ED50","853","W2.3"
"e:888:50",36.7663535957028,0.481005017666597,35.8193403472663,37.7133668441393,"Moore","ED50","888","W2.3"
"e:873:50",36.6049917197876,0.429603124131583,35.7591796488534,37.4508037907218,"Moore","ED50","873","W2.3"
"e:866:50",38.1554537731427,0.621195968492717,36.9324295001491,39.3784780461363,"Moore","ED50","866","W2.3"
"e:894:50",37.7890163151802,0.434281285342646,36.9339937776552,38.6440388527051,"Moore","ED50","894","W2.3"
"e:857:50",37.7156646561592,0.472817121985622,36.784771916661,38.6465573956573,"Moore","ED50","857","W2.3"
"e:893:50",38.3138601936279,0.66129483474706,37.0118883916161,39.6158319956397,"Moore","ED50","893","W2.3"
"e:878:50",37.9931329709278,0.515669337730542,36.977871847432,39.0083940944235,"Moore","ED50","878","W2.3"
"e:876:50",37.6340361203051,0.534313879519746,36.5820672132376,38.6860050273726,"Moore","ED50","876","W2.3"
"e:861:50",37.222748536931,0.379386566972642,36.4758039271952,37.9696931466668,"Moore","ED50","861","W2.3"
"e:892:50",36.288122278388,0.438824762416649,35.4241544433609,37.152090113415,"Moore","ED50","892","W2.3"
"e:880:50",37.9436284343927,0.667792584324629,36.6288637202303,39.258393148555,"Moore","ED50","880","W2.3"
"e:889:50",36.3232404499652,0.435194890219095,35.4664191870839,37.1800617128465,"Moore","ED50","889","W2.3"
"e:890:50",36.9088738858637,1.02077428611814,34.8991510407535,38.9185967309739,"Moore","ED50","890","W2.3"
"e:867:50",39.5695689898206,1.73558239576026,36.1525162311789,42.9866217484623,"Moore","ED50","867","W2.3"
"e:858:50",38.5593974318204,0.890523217206777,36.8061157533335,40.3126791103074,"Moore","ED50","858","W2.3"
"e:883:50",37.0429046626865,0.511450198116851,36.035950273974,38.049859051399,"Moore","ED50","883","W2.3"
"e:885:50",36.6488334738547,0.433552607375229,35.795245573524,37.5024213741853,"Moore","ED50","885","W2.3"
"e:869:50",36.0947212916259,0.358629302030799,35.3886440412299,36.8007985420219,"Moore","ED50","869","W2.3"
"e:865:50",39.3128267049995,1.3697923148712,36.6159494955216,42.0097039144773,"Moore","ED50","865","W2.3"
"e:896:50",37.6768410149643,0.523514415414763,36.6461343301353,38.7075476997934,"Moore","ED50","896","W2.3"
"e:879:50",37.5987895018535,0.48332637261791,36.6472059187792,38.5503730849278,"Moore","ED50","879","W2.3"
"e:874:50",37.5149725107819,0.554015768138536,36.4242140924703,38.6057309290934,"Moore","ED50","874","W2.3"
"e:642:50",36.6667998204959,0.35552118211013,35.9675380385607,37.3660616024311,"No Name","ED50","642","W2.3"
"e:641:50",37.0650139673817,0.492091476684447,36.097137002023,38.0328909327404,"No Name","ED50","641","W2.3"
"e:620:50",38.5685658394623,1.11710272776944,36.3713768016999,40.7657548772247,"No Name","ED50","620","W2.3"
"e:644:50",37.1938344313506,0.461931190092257,36.2852786451716,38.1023902175295,"No Name","ED50","644","W2.3"
"e:605:50",37.8277793807432,0.453005387838319,36.9367794328753,38.7187793286111,"No Name","ED50","605","W2.3"
"e:604:50",37.5285847393962,0.3560645945353,36.8282541391743,38.2289153396181,"No Name","ED50","604","W2.3"
"e:610:50",39.7917458747721,2.10228705611641,35.6568333379887,43.9266584115555,"No Name","ED50","610","W2.3"
"e:612:50",38.2195746513634,0.819216892778851,36.6082865114109,39.8308627913159,"No Name","ED50","612","W2.3"
"e:627:50",38.1780814184998,0.779465056187221,36.6449797312511,39.7111831057485,"No Name","ED50","627","W2.3"
"e:643:50",37.3762388730366,0.506362982210525,36.3802917985332,38.3721859475399,"No Name","ED50","643","W2.3"
"e:624:50",38.1712023079484,0.719335930459461,36.7563664279663,39.5860381879306,"No Name","ED50","624","W2.3"
"e:640:50",37.031646270197,0.480709996999344,36.0861551264607,37.9771374139334,"No Name","ED50","640","W2.3"
"e:632:50",37.4339438810356,0.450926277077548,36.5470332610856,38.3208545009855,"No Name","ED50","632","W2.3"
"e:625:50",38.7032733581922,1.43538323304041,35.8800698817118,41.5264768346725,"No Name","ED50","625","W2.3"
"e:611:50",39.4377859685474,1.61025324261303,36.2706369814929,42.6049349556018,"No Name","ED50","611","W2.3"
"e:635:50",38.0017692250538,0.486004730470291,37.0458640611462,38.9576743889613,"No Name","ED50","635","W2.3"
"e:622:50",36.9290814311617,0.273446824937499,36.391248740194,37.4669141221295,"No Name","ED50","622","W2.3"
"e:628:50",38.2348249526963,0.980446613633175,36.3064198937564,40.1632300116362,"No Name","ED50","628","W2.3"
"e:606:50",37.5581108383943,0.368836279528912,36.8326600719029,38.2835616048857,"No Name","ED50","606","W2.3"
"e:617:50",36.2789557379853,0.270723255360149,35.7464799377226,36.811431538248,"No Name","ED50","617","W2.3"
"e:613:50",39.6691022382793,1.91957517684216,35.8935591025643,43.4446453739943,"No Name","ED50","613","W2.3"
"e:607:50",39.2833577690184,1.53424587037123,36.2657049392353,42.3010105988016,"No Name","ED50","607","W2.3"
"e:602:50",36.8355070601514,0.347902524581807,36.1512301407428,37.51978397956,"No Name","ED50","602","W2.3"
"e:621:50",37.4634056554768,0.392479977937646,36.6914509519128,38.2353603590409,"No Name","ED50","621","W2.3"
"e:647:50",40.8333796542325,3.11722294027444,34.7022263570702,46.9645329513947,"No Name","ED50","647","W2.3"
"e:616:50",37.6629490924906,0.494272362407028,36.6907826217148,38.6351155632665,"No Name","ED50","616","W2.3"
"e:636:50",38.1153349548977,0.596717645275305,36.9416725546132,39.2889973551823,"No Name","ED50","636","W2.3"
"e:631:50",37.628451057674,0.573306573221627,36.5008350500801,38.756067065268,"No Name","ED50","631","W2.3"
"e:608:50",38.0487574223427,0.864889445714612,36.3476375863944,39.749877258291,"No Name","ED50","608","W2.3"
"e:599:50",36.8424993840233,0.360488188255807,36.133468176965,37.5515305910816,"No Name","ED50","599","W2.3"
"e:601:50",36.8930436197951,0.38758238692472,36.1307218112348,37.6553654283553,"No Name","ED50","601","W2.3"
"e:648:50",39.7043698407449,2.19438172341428,35.3883196266529,44.0204200548369,"No Name","ED50","648","W2.3"
"e:609:50",39.3724346659545,1.65075702531712,36.1256202505262,42.6192490813828,"No Name","ED50","609","W2.3"
"e:600:50",36.5859509649332,0.322211742451715,35.9522043176872,37.2196976121792,"No Name","ED50","600","W2.3"
"e:638:50",38.2585622466004,0.917652089801249,36.453665470261,40.0634590229399,"No Name","ED50","638","W2.3"
